"Vigerslev Allé 108, 2500 Valby"
"Axel Strøbyes Vej 1, 2500 Valby"
"Lyshøj Allé 2, 1. tv, 2500 Valby"
"Lyshøj Allé 28, 2. th, 2500 Valby"
"Vennely Allé 9, 2500 Valby"
"Lyshøjgårdsvej 73, 3. th, 2500 Valby"
"Harrestrupvang 1, st. tv, 2500 Valby"
"Saxhøjvej 41, 2500 Valby"
"Brøndkærvej 2, 3. th, 2500 Valby"
"Mansasvej 24, 2500 Valby"
"Maribovej 25, 2500 Valby"
"Sibbernsvej 5, 4. tv, 2500 Valby"
"Heldbovej 29, st. th, 2500 Valby"
"Heldbovej 113, st. tv, 2500 Valby"
"Bykildevej 6, 4. th, 2500 Valby"
"Vestervang 49, 2. tv, 2500 Valby"
"Sjælør Boulevard 79, st. tv, 2500 Valby"
"Sjælør Boulevard 117, 1. th, 2500 Valby"
"Sjælør Boulevard 181, 4. mf, 2500 Valby"
"Carl Jacobsens Vej 10A, 2. 302, 2500 Valby"
"Carl Langes Vej 2, 2500 Valby"
"Vigerslev Allé 15, 1. th, 2500 Valby"
"Vigerslev Allé 82, 4. tv, 2500 Valby"
"Carl Th. Dreyers Vej 256, 1. 3, 2500 Valby"
"Vigerslev Allé 159E, st. th, 2500 Valby"
"Vigerslev Allé 256, 2500 Valby"
"Centerparken 30, 1. th, 2500 Valby"
"Vigerslevvej 33, st. tv, 2500 Valby"
"Vigerslevvej 63, st. 2, 2500 Valby"
"Vigerslevvej 180, st. 16, 2500 Valby"
"Molbechsvej 9, 2. th, 2500 Valby"
"Vigerslevvej 247, st., 2500 Valby"
"Monrads Allé 1, 1. th, 2500 Valby"
"Vigerslevvej 278A, 1. th, 2500 Valby"
"Skyttegårdvej 31, 1. th, 2500 Valby"
"Vigerslevvej 314, st. tv, 2500 Valby"
"Vigerslev Vænge 28, 2. th, 2500 Valby"
"Mølle Allé 8, 3. th, 2500 Valby"
"Vinhaven 46, 2. mf, 2500 Valby"
"Hornemanns Vænge 9, st. 129, 2500 Valby"
"Nakskovvej 31, kl., 2500 Valby"
"Hornemanns Vænge 47, 1. th, 2500 Valby"
"Horsekildevej 15, 2. tv, 2500 Valby"
"Horsekildevej 41, 3. tv, 2500 Valby"
"Danshøjvej 6, 2500 Valby"
"Nordre Allé 10, 1., 2500 Valby"
"Druehaven 3, 2. tv, 2500 Valby"
"Højdedraget 20, 1., 2500 Valby"
"Højsager Plads 5, 2. tv, 2500 Valby"
"Nystedvej 27, 2500 Valby"
"Østergårds Allé 8, 2500 Valby"
"Strindbergsvej 70, 2500 Valby"
"Ålholmvej 4, 2. th, 2500 Valby"
"Sylviavej 21, 2. th, 2500 Valby"
"Overskousvej 7, 2. th, 2500 Valby"
"Søndervangs Allé 63, 1. 12, 2500 Valby"
"Folehaven 14, st. th, 2500 Valby"
"Søndre Fasanvej 90, 1. b, 2500 Valby"
"Folehaven 53, 2. tv, 2500 Valby"
"Søndre Fasanvej 99, 3. tv, 2500 Valby"
"Folehaven 99, st. th, 2500 Valby"
"Parkbo 2, 2500 Valby"
"Peder Hjorts Vej 8, 2. tv, 2500 Valby"
"Peter Bangs Vej 237, 2. tv, 2500 Valby"
"Kirsebærhaven 20, st. 108, 2500 Valby"
"Thyregodsvej 14, 3. mf, 2500 Valby"
"Kjeldsgårdsvej 26, 2. th, 2500 Valby"
"Kjærstrupvej 60, 1., 2500 Valby"
"Prisholmvej 48, 1. tv, 2500 Valby"
"Frilands Allé 26, 2500 Valby"
"Kløverbladsgade 11, st. 1, 2500 Valby"
"Toftegårds Allé 43, 2. tv, 2500 Valby"
"Frugthaven 35, 1. th, 2500 Valby"
"Gadekærvej 17, 2. tv, 2500 Valby"
"Gammel Jernbanevej 32, 1. th, 2500 Valby"
"Bandholmvej 10, 2500 Valby"
"Kongshaven 14, 2500 Valby"
"Gammel Køge Landevej 137, 2. 234, 2500 Valby"
"Beatevej 12, st. th, 2500 Valby"
"Retortvej 34, st., 2500 Valby"
"Roskildevej 134, 2. th, 2500 Valby"
"Landlystvej 26B, 1. tv, 2500 Valby"
"Roskildevej 189A, st. 24, 2500 Valby"
"Langagervej 15A, st. tv, 2500 Valby"
"Blankavej 3, 3. tv, 2500 Valby"
"Blankavej 41, 3. th, 2500 Valby"
"Rughavevej 11, 1. tv, 2500 Valby"
"Lauravej 24, 1. tv, 2500 Valby"
"Valborg Allé 34, st. th, 2500 Valby"
"Valbygårdsvej 35, 2. tv, 2500 Valby"
"Valbygårdsvej 64B, 2., 2500 Valby"
"Valbyholm 17, 1. 4, 2500 Valby"
"Valby Langgade 8, 1. tv, 2500 Valby"
"Valby Langgade 86C, 2. tv, 2500 Valby"
"Valby Langgade 134, 3. tv, 2500 Valby"
"Valby Tingsted 10, st., 2500 Valby"
"Lukretiavej 14, 1. tv, 2500 Valby"
"Gårdstedet 37, 2. th, 2500 Valby"
"Vigerslev Allé 84, st. th, 2500 Valby"
"Bramslykkevej 40, 1. tv, 2500 Valby"
"Lyshøj Allé 2, 2. th, 2500 Valby"
"Lyshøj Allé 28, 2. tv, 2500 Valby"
"Vennely Allé 11, 2500 Valby"
"Lyshøjgårdsvej 73, 3. tv, 2500 Valby"
"Harrestrupvang 1, 1. th, 2500 Valby"
"Saxhøjvej 43, st., 2500 Valby"
"Brøndkærvej 2, 3. tv, 2500 Valby"
"Mansasvej 28, 2500 Valby"
"Maribovej 27, 2500 Valby"
"Sibbernsvej 6, st. th, 2500 Valby"
"Heldbovej 29, st. tv, 2500 Valby"
"Heldbovej 113, 1. th, 2500 Valby"
"Bykildevej 6, 4. tv, 2500 Valby"
"Vestervang 50, 2500 Valby"
"Sjælør Boulevard 79, 1. mf, 2500 Valby"
"Sjælør Boulevard 117, 1. tv, 2500 Valby"
"Sjælør Boulevard 181, 4. th, 2500 Valby"
"Carl Jacobsens Vej 10A, 2. 303, 2500 Valby"
"Carl Langes Vej 4, 2500 Valby"
"Vigerslev Allé 15, 1. tv, 2500 Valby"
"Carl Th. Dreyers Vej 256, 1. 4, 2500 Valby"
"Vigerslev Allé 159E, st. tv, 2500 Valby"
"Vigerslev Allé 258, 2500 Valby"
"Centerparken 30, 1. tv, 2500 Valby"
"Vigerslevvej 33, 1. th, 2500 Valby"
"Vigerslevvej 63, st. 3, 2500 Valby"
"Vigerslevvej 180, st. 18, 2500 Valby"
"Molbechsvej 9, 2. tv, 2500 Valby"
"Vigerslevvej 247, 1., 2500 Valby"
"Monrads Allé 1, 1. tv, 2500 Valby"
"Vigerslevvej 278A, 1. tv, 2500 Valby"
"Skyttegårdvej 31, 1. tv, 2500 Valby"
"Vigerslevvej 314, 1. th, 2500 Valby"
"Vigerslev Vænge 28, 2. tv, 2500 Valby"
"Mølle Allé 8, 3. tv, 2500 Valby"
"Vinhaven 46, 2. th, 2500 Valby"
"Hornemanns Vænge 9, st. 130, 2500 Valby"
"Nakskovvej 31, st. th, 2500 Valby"
"Hornemanns Vænge 47, 1. tv, 2500 Valby"
"Damsbo Vænge 13, st. th, 2500 Valby"
"Horsekildevej 15, 3. th, 2500 Valby"
"Horsekildevej 41, 4. th, 2500 Valby"
"Danshøjvej 7, st. th, 2500 Valby"
"Humlehaven 65, 2500 Valby"
"Nordre Allé 10, 2., 2500 Valby"
"Druehaven 5, st. th, 2500 Valby"
"Høffdingsvej 31, 2. mf, 2500 Valby"
"Højsagervej 1A, 2500 Valby"
"Nystedvej 28, kl. 1, 2500 Valby"
"Østergårds Allé 9, 2500 Valby"
"Strindbergsvej 71, st., 2500 Valby"
"Engdraget 63, 2500 Valby"
"Ålholmvej 4, 2. tv, 2500 Valby"
"Sylviavej 21, 2. tv, 2500 Valby"
"Overskousvej 7, 2. tv, 2500 Valby"
"Søndervangs Allé 63, 1. 13, 2500 Valby"
"Folehaven 14, st. tv, 2500 Valby"
"Søndre Fasanvej 90, 1. c, 2500 Valby"
"Folehaven 54, st. th, 2500 Valby"
"Søndre Fasanvej 99, 4. th, 2500 Valby"
"Folehaven 99, st. tv, 2500 Valby"
"Parkbo 3, 2500 Valby"
"Peter Bangs Vej 238, kl., 2500 Valby"
"Kirsebærhaven 20, st. 109, 2500 Valby"
"Thyregodsvej 14, 3. th, 2500 Valby"
"Kjeldsgårdsvej 26, 2. tv, 2500 Valby"
"Kjærstrupvej 60, 2., 2500 Valby"
"Prisholmvej 49, 2500 Valby"
"Frilands Allé 27, 2500 Valby"
"Toftegårds Allé 10, 4. tv, 2500 Valby"
"Toftegårds Allé 43, 3. th, 2500 Valby"
"Frugthaven 35, 1. tv, 2500 Valby"
"Gadekærvej 17, 3. th, 2500 Valby"
"Gammel Jernbanevej 1, st. 1, 2500 Valby"
"Gammel Jernbanevej 32, 1. tv, 2500 Valby"
"Bandholmvej 11, st., 2500 Valby"
"Kongshaven 15, 2500 Valby"
"Gammel Køge Landevej 137, 2. 235, 2500 Valby"
"Beatevej 12, st. tv, 2500 Valby"
"Retortvej 34, 1., 2500 Valby"
"Roskildevej 134, 2. tv, 2500 Valby"
"Landlystvej 26B, 2. th, 2500 Valby"
"Roskildevej 189A, st. 25, 2500 Valby"
"Blankavej 3, 4. th, 2500 Valby"
"Blankavej 41, 3. tv, 2500 Valby"
"Rughavevej 11, 2. th, 2500 Valby"
"Lauravej 24, 2. th, 2500 Valby"
"Valborg Allé 34, st. tv, 2500 Valby"
"Valbygårdsvej 35, 3. th, 2500 Valby"
"Valbygårdsvej 64, 1. th, 2500 Valby"
"Valbyholm 17, 1. 5, 2500 Valby"
"Valby Langgade 8, 2. th, 2500 Valby"
"Valby Langgade 86C, 3. th, 2500 Valby"
"Valby Langgade 134, 4., 2500 Valby"
"Valby Langgade 232, 2. th, 2500 Valby"
"Valby Tingsted 10, 1. th, 2500 Valby"
"Lukretiavej 14, 2. th, 2500 Valby"
"Gårdstedet 37, 2. tv, 2500 Valby"
"Bramslykkevej 40, 2. th, 2500 Valby"
"Sandhusvej 3, st. th, 2500 Valby"
"Lyshøj Allé 2, 2. tv, 2500 Valby"
"Lyshøj Allé 28, 3. mf, 2500 Valby"
"Lyshøjgårdsvej 73, 4. mf, 2500 Valby"
"Harrestrupvang 1, 1. tv, 2500 Valby"
"Saxhøjvej 43, 1., 2500 Valby"
"Brøndkærvej 2, 4. th, 2500 Valby"
"Scharlingsvej 17, 2. th, 2500 Valby"
"Maribovej 28, 2500 Valby"
"Sibbernsvej 6, st. tv, 2500 Valby"
"Heldbovej 29, 1. th, 2500 Valby"
"Heldbovej 113, 1. tv, 2500 Valby"
"Bykildevej 7, st. th, 2500 Valby"
"Vestervang 51, st. th, 2500 Valby"
"Sjælør Boulevard 79, 1. th, 2500 Valby"
"Sjælør Boulevard 117, 2. th, 2500 Valby"
"Sjælør Boulevard 181, 4. tv, 2500 Valby"
"Carl Jacobsens Vej 10A, 2. 304, 2500 Valby"
"Carl Langes Vej 5, 2500 Valby"
"Vigerslev Allé 15, 2. th, 2500 Valby"
"Vigerslev Allé 84, st. tv, 2500 Valby"
"Carl Th. Dreyers Vej 256, 2. 1, 2500 Valby"
"Vigerslev Allé 159E, 1. th, 2500 Valby"
"Centerparken 30, 2. th, 2500 Valby"
"Vigerslevvej 33, 1. tv, 2500 Valby"
"Vigerslevvej 63, 1. th, 2500 Valby"
"Vigerslevvej 180, st. 19, 2500 Valby"
"Molbechsvej 9, 3. th, 2500 Valby"
"Vigerslevvej 247, 2., 2500 Valby"
"Monrads Allé 1, 2. th, 2500 Valby"
"Vigerslevvej 278A, 2. th, 2500 Valby"
"Skyttegårdvej 31, 2. th, 2500 Valby"
"Vigerslevvej 314, 1. tv, 2500 Valby"
"Vigerslev Vænge 28, 3. th, 2500 Valby"
"Cæciliavej 13, st. th, 2500 Valby"
"Mølle Allé 8, 4. th, 2500 Valby"
"Vinhaven 46, 2. tv, 2500 Valby"
"Hornemanns Vænge 9, st. 131, 2500 Valby"
"Nakskovvej 31, st. tv, 2500 Valby"
"Hornemanns Vænge 47, 2. mf, 2500 Valby"
"Damsbo Vænge 13, st. tv, 2500 Valby"
"Horsekildevej 15, 3. tv, 2500 Valby"
"Horsekildevej 41, 4. tv, 2500 Valby"
"Danshøjvej 7, st. tv, 2500 Valby"
"Humlehaven 66, 2500 Valby"
"Nordre Allé 11, st., 2500 Valby"
"Druehaven 5, st. tv, 2500 Valby"
"Høffdingsvej 31, 2. th, 2500 Valby"
"Højdedraget 22, 2500 Valby"
"Højsagervej 1B, 2500 Valby"
"Nystedvej 28, kl. 2, 2500 Valby"
"Østergårds Allé 10, 2500 Valby"
"Strindbergsvej 71, 1., 2500 Valby"
"Engdraget 64, 2500 Valby"
"Ålholmvej 5, st., 2500 Valby"
"Sylviavej 21, 3. th, 2500 Valby"
"Overskousvej 7, 3. th, 2500 Valby"
"Søndervangs Allé 63, 1. 8, 2500 Valby"
"Folehaven 14, 1. th, 2500 Valby"
"Søndre Fasanvej 90, 1. d, 2500 Valby"
"Folehaven 54, st. tv, 2500 Valby"
"Søndre Fasanvej 99, 4. tv, 2500 Valby"
"Folehaven 99, 1. th, 2500 Valby"
"Peder Hjorts Vej 8, 3. tv, 2500 Valby"
"Peter Bangs Vej 238, kl. 1, 2500 Valby"
"Kirsebærhaven 20, st. 110, 2500 Valby"
"Thyregodsvej 14, 3. tv, 2500 Valby"
"Kjeldsgårdsvej 26, 3. th, 2500 Valby"
"Prisholmvej 50, st. th, 2500 Valby"
"Frilands Allé 28, 2500 Valby"
"Toftegårds Allé 12, st. th, 2500 Valby"
"Toftegårds Allé 43, 3. tv, 2500 Valby"
"Frugthaven 35, 2. mf, 2500 Valby"
"Gadekærvej 17, 3. tv, 2500 Valby"
"Gammel Jernbanevej 1, st. 2, 2500 Valby"
"Gammel Jernbanevej 32, 2. th, 2500 Valby"
"Bandholmvej 11, 1., 2500 Valby"
"Kongshaven 16, 2500 Valby"
"Trekronergade 10, st. th, 2500 Valby"
"Gammel Køge Landevej 137, 2. 236, 2500 Valby"
"Beatevej 12, 1. tv, 2500 Valby"
"Retortvej 34, 2., 2500 Valby"
"Roskildevej 138A, st. th, 2500 Valby"
"Landlystvej 26B, 2. tv, 2500 Valby"
"Roskildevej 189A, 1. th, 2500 Valby"
"Blankavej 3, 4. tv, 2500 Valby"
"Blankavej 41, 4. th, 2500 Valby"
"Rughavevej 11, 2. tv, 2500 Valby"
"Lauravej 24, 2. tv, 2500 Valby"
"Valborg Allé 34, 1. th, 2500 Valby"
"Valbygårdsvej 35, 3. tv, 2500 Valby"
"Valbygårdsvej 64, 1. tv, 2500 Valby"
"Valbyholm 17, 1. 6, 2500 Valby"
"Valby Langgade 8, 2. tv, 2500 Valby"
"Valby Langgade 86C, 3. tv, 2500 Valby"
"Valby Langgade 135, st. th, 2500 Valby"
"Valby Langgade 232, 2. tv, 2500 Valby"
"Valby Tingsted 10, 1. tv, 2500 Valby"
"Lukretiavej 14, 2. tv, 2500 Valby"
"Gårdstedet 39, st. th, 2500 Valby"
"Bramslykkevej 40, 2. tv, 2500 Valby"
"Vigerslev Vænge 28, 3. tv, 2500 Valby"
"Sandhusvej 3, st. tv, 2500 Valby"
"Lyshøj Allé 2, 3. th, 2500 Valby"
"Lyshøj Allé 28, 3. th, 2500 Valby"
"Lyshøjgårdsvej 73, 4. th, 2500 Valby"
"Harrestrupvang 1, 2. th, 2500 Valby"
"Saxhøjvej 45, kl., 2500 Valby"
"Brøndkærvej 2, 4. tv, 2500 Valby"
"Maribovej 29, 2500 Valby"
"Sibbernsvej 6, 1. th, 2500 Valby"
"Heldbovej 29, 1. tv, 2500 Valby"
"Heldbovej 113, 2. th, 2500 Valby"
"Vestervang 51, st. tv, 2500 Valby"
"Sjælør Boulevard 79, 1. tv, 2500 Valby"
"Sjælør Boulevard 117, 2. tv, 2500 Valby"
"Carl Jacobsens Vej 10A, 2. 321, 2500 Valby"
"Carl Langes Vej 6, 2500 Valby"
"Vigerslev Allé 15, 2. tv, 2500 Valby"
"Vigerslev Allé 84, 1. th, 2500 Valby"
"Carl Th. Dreyers Vej 256, 2. 2, 2500 Valby"
"Vigerslev Allé 159E, 1. tv, 2500 Valby"
"Vigerslev Allé 260, 2500 Valby"
"Centerparken 30, 2. tv, 2500 Valby"
"Vigerslevvej 33, 2. th, 2500 Valby"
"Vigerslevvej 63, 1. tv, 2500 Valby"
"Vigerslevvej 180, st. 20, 2500 Valby"
"Molbechsvej 9, 3. tv, 2500 Valby"
"Vigerslevvej 248A, st. th, 2500 Valby"
"Monrads Allé 1, 2. tv, 2500 Valby"
"Vigerslevvej 278A, 2. tv, 2500 Valby"
"Skyttegårdvej 31, 2. tv, 2500 Valby"
"Vigerslevvej 314, 2. th, 2500 Valby"
"Højdedraget 25, 2500 Valby"
"Cæciliavej 13, st. tv, 2500 Valby"
"Mølle Allé 8, 4. tv, 2500 Valby"
"Vinhaven 47, st. th, 2500 Valby"
"Hornemanns Vænge 9, st. 132, 2500 Valby"
"Nakskovvej 31, 1. th, 2500 Valby"
"Hornemanns Vænge 47, 2. th, 2500 Valby"
"Damsbo Vænge 13, 1. mf, 2500 Valby"
"Horsekildevej 15, 4. th, 2500 Valby"
"Horsekildevej 42, st. th, 2500 Valby"
"Danshøjvej 7, 1. th, 2500 Valby"
"Humlehaven 67, 2500 Valby"
"Nordre Allé 11, 1., 2500 Valby"
"Druehaven 5, 1. th, 2500 Valby"
"Høffdingsvej 31, 2. tv, 2500 Valby"
"Højsagervej 2, 2500 Valby"
"Nystedvej 28, kl. 3, 2500 Valby"
"Østergårds Allé 11, st., 2500 Valby"
"Strindbergsvej 72, st., 2500 Valby"
"Ålholmvej 5, 1., 2500 Valby"
"Sylviavej 21, 3. tv, 2500 Valby"
"Overskousvej 7, 3. tv, 2500 Valby"
"Søndervangs Allé 63, 1. 9, 2500 Valby"
"Folehaven 14, 1. tv, 2500 Valby"
"Søndre Fasanvej 90, 1. e, 2500 Valby"
"Folehaven 54, 1. th, 2500 Valby"
"Folehaven 99, 1. tv, 2500 Valby"
"Parkbo 5, 2500 Valby"
"Peder Hjorts Vej 8, 4. th, 2500 Valby"
"Peter Bangs Vej 238, st. th, 2500 Valby"
"Kirsebærhaven 20, st. 111, 2500 Valby"
"Thyregodsvej 14, 4. mf, 2500 Valby"
"Kjeldsgårdsvej 26, 3. tv, 2500 Valby"
"Prisholmvej 50, st. tv, 2500 Valby"
"Frilands Allé 29, 2500 Valby"
"Kløverbladsgade 12, st., 2500 Valby"
"Toftegårds Allé 12, st. tv, 2500 Valby"
"Toftegårds Allé 43, 4. th, 2500 Valby"
"Frugthaven 35, 2. th, 2500 Valby"
"Gadekærvej 18, st. th, 2500 Valby"
"Gammel Jernbanevej 1, st. 3, 2500 Valby"
"Gammel Jernbanevej 32, 2. tv, 2500 Valby"
"Bandholmvej 12, 2500 Valby"
"Kongshaven 17, 2500 Valby"
"Trekronergade 10, st. tv, 2500 Valby"
"Gammel Køge Landevej 137, 2. 237, 2500 Valby"
"Beatevej 12, 2. th, 2500 Valby"
"Roskildevej 138A, st. tv, 2500 Valby"
"Landlystvej 26C, st. th, 2500 Valby"
"Roskildevej 189A, 1. tv, 2500 Valby"
"Langagervej 15A, 1. th, 2500 Valby"
"Blankavej 5, st. th, 2500 Valby"
"Lyshøjgårdsvej 73, 4. tv, 2500 Valby"
"Blankavej 41, 4. tv, 2500 Valby"
"Rughavevej 11, 3. th, 2500 Valby"
"Lauravej 24, 3. th, 2500 Valby"
"Blommehaven 1A, 2500 Valby"
"Valborg Allé 34, 1. tv, 2500 Valby"
"Valbygårdsvej 35, 4. th, 2500 Valby"
"Valbygårdsvej 64, 2. th, 2500 Valby"
"Valbyholm 17, 1. 7, 2500 Valby"
"Valby Langgade 8, 3. th, 2500 Valby"
"Valby Langgade 86C, 4. th, 2500 Valby"
"Valby Langgade 135, st. tv, 2500 Valby"
"Valby Langgade 233, 2500 Valby"
"Valby Tingsted 10, 2. th, 2500 Valby"
"Lukretiavej 14, 3. th, 2500 Valby"
"Gårdstedet 39, st. tv, 2500 Valby"
"Bramslykkevej 41, st. th, 2500 Valby"
"Sandhusvej 3, 1. th, 2500 Valby"
"Lyshøj Allé 2, 3. tv, 2500 Valby"
"Lyshøj Allé 28, 3. tv, 2500 Valby"
"Harrestrupvang 1, 2. tv, 2500 Valby"
"Saxhøjvej 45, st. th, 2500 Valby"
"Brøndkærvej 3, st. th, 2500 Valby"
"Maribovej 30, 2500 Valby"
"Sibbernsvej 6, 1. tv, 2500 Valby"
"Heldbovej 29, 2. th, 2500 Valby"
"Heldbovej 113, 2. tv, 2500 Valby"
"Bykildevej 7, 1. th, 2500 Valby"
"Vestervang 51, 1. th, 2500 Valby"
"Sjælør Boulevard 79, 2. mf, 2500 Valby"
"Sjælør Boulevard 117, 3. th, 2500 Valby"
"Carl Jacobsens Vej 10A, 2. 322, 2500 Valby"
"Vigerslev Allé 15, 3. th, 2500 Valby"
"Vigerslev Allé 84, 1. tv, 2500 Valby"
"Carl Th. Dreyers Vej 256, 2. 3, 2500 Valby"
"Vigerslev Allé 159E, 2. th, 2500 Valby"
"Centerparken 30, 3. th, 2500 Valby"
"Vigerslevvej 33, 2. tv, 2500 Valby"
"Vigerslevvej 63, 2. th, 2500 Valby"
"Vigerslevvej 180, st. 21, 2500 Valby"
"Molbechsvej 9, 4. th, 2500 Valby"
"Vigerslevvej 248A, st. tv, 2500 Valby"
"Monrads Allé 1, 3. th, 2500 Valby"
"Vigerslevvej 278A, 3. th, 2500 Valby"
"Skyttegårdvej 32, st. th, 2500 Valby"
"Vigerslevvej 314, 2. tv, 2500 Valby"
"Vigerslev Vænge 30, st. mf, 2500 Valby"
"Cæciliavej 13, 1. th, 2500 Valby"
"Mølle Allé 9, kl. tv, 2500 Valby"
"Vinhaven 47, st. tv, 2500 Valby"
"Hornemanns Vænge 9, st. 133, 2500 Valby"
"Nakskovvej 31, 1. tv, 2500 Valby"
"Hornemanns Vænge 47, 2. tv, 2500 Valby"
"Damsbo Vænge 13, 1. th, 2500 Valby"
"Horsekildevej 15, 4. tv, 2500 Valby"
"Horsekildevej 42, st. tv, 2500 Valby"
"Danshøjvej 7, 1. tv, 2500 Valby"
"Humlehaven 68, 2500 Valby"
"Nordre Allé 11, 2., 2500 Valby"
"Druehaven 5, 1. tv, 2500 Valby"
"Høffdingsvej 33, st. mf, 2500 Valby"
"Højdedraget 26, 2500 Valby"
"Højsagervej 3A, 2500 Valby"
"Nystedvej 28, st. th, 2500 Valby"
"Østergårds Allé 11, 1., 2500 Valby"
"Strindbergsvej 72, 1., 2500 Valby"
"Engdraget 66, 2500 Valby"
"Ålholmvej 5, 2., 2500 Valby"
"Sylviavej 21, 4. th, 2500 Valby"
"Overskousvej 7, 4. th, 2500 Valby"
"Søndervangs Allé 63, 2. 14, 2500 Valby"
"Folehaven 14, 2. th, 2500 Valby"
"Søndre Fasanvej 90, 1. f, 2500 Valby"
"Folehaven 54, 1. tv, 2500 Valby"
"Folehaven 99, 2. th, 2500 Valby"
"Parkbo 6, 2500 Valby"
"Peder Hjorts Vej 8, 4. tv, 2500 Valby"
"Peter Bangs Vej 238, st. tv, 2500 Valby"
"Kirsebærhaven 20, st. 112, 2500 Valby"
"Thyregodsvej 14, 4. th, 2500 Valby"
"Kjeldsgårdsvej 26, 4. th, 2500 Valby"
"Kjærstrupvej 62, st. 1, 2500 Valby"
"Prisholmvej 50, 1. th, 2500 Valby"
"Frilands Allé 30, 2500 Valby"
"Kløverbladsgade 12, 1., 2500 Valby"
"Toftegårds Allé 12, 1. th, 2500 Valby"
"Toftegårds Allé 43, 4. tv, 2500 Valby"
"Frugthaven 35, 2. tv, 2500 Valby"
"Gadekærvej 18, st. tv, 2500 Valby"
"Gammel Jernbanevej 1, 1. th, 2500 Valby"
"Gammel Jernbanevej 32, 3. th, 2500 Valby"
"Kongshaven 18, st., 2500 Valby"
"Trekronergade 10, 1. th, 2500 Valby"
"Gammel Køge Landevej 137, 2. 238, 2500 Valby"
"Beatevej 12, 2. tv, 2500 Valby"
"Roskildevej 138A, 1., 2500 Valby"
"Landlystvej 26C, st. tv, 2500 Valby"
"Roskildevej 189A, 2. th, 2500 Valby"
"Langagervej 15A, 1. 1, 2500 Valby"
"Blankavej 5, st. tv, 2500 Valby"
"Blankavej 43, st. th, 2500 Valby"
"Rughavevej 11, 3. tv, 2500 Valby"
"Lauravej 24, 3. tv, 2500 Valby"
"Blommehaven 1B, 2500 Valby"
"Valborg Allé 34, 2. th, 2500 Valby"
"Valbygårdsvej 35, 4. tv, 2500 Valby"
"Valbygårdsvej 64, 2. tv, 2500 Valby"
"Valbyholm 17, 1. 8, 2500 Valby"
"Valby Langgade 8, 3. tv, 2500 Valby"
"Valby Langgade 86C, 4. tv, 2500 Valby"
"Valby Langgade 135, 1. th, 2500 Valby"
"Valby Langgade 234, st. th, 2500 Valby"
"Valby Tingsted 10, 2. tv, 2500 Valby"
"Lukretiavej 14, 3. tv, 2500 Valby"
"Gårdstedet 39, 1. th, 2500 Valby"
"Bramslykkevej 41, st. tv, 2500 Valby"
"Sandhusvej 3, 1. tv, 2500 Valby"
"Lyshøj Allé 2, 4. th, 2500 Valby"
"Lyshøj Allé 28, 4. mf, 2500 Valby"
"Lyshøjgårdsvej 75, st. th, 2500 Valby"
"Harrestrupvang 2, kl., 2500 Valby"
"Saxhøjvej 45, st. tv, 2500 Valby"
"Brøndkærvej 3, st. tv, 2500 Valby"
"Maribovej 31, 2500 Valby"
"Sibbernsvej 6, 2., 2500 Valby"
"Heldbovej 29, 2. tv, 2500 Valby"
"Heldbovej 113, 3., 2500 Valby"
"Bykildevej 7, 1. tv, 2500 Valby"
"Vestervang 51, 1. tv, 2500 Valby"
"Sjælør Boulevard 79, 2. th, 2500 Valby"
"Sjælør Boulevard 117, 3. tv, 2500 Valby"
"Carl Jacobsens Vej 10A, 2. 323, 2500 Valby"
"Vigerslev Allé 15, 3. tv, 2500 Valby"
"Vigerslev Allé 84, 2. th, 2500 Valby"
"Carl Th. Dreyers Vej 256, 2. 4, 2500 Valby"
"Vigerslev Allé 159E, 2. tv, 2500 Valby"
"Vigerslev Allé 262, 2500 Valby"
"Centerparken 30, 3. tv, 2500 Valby"
"Vigerslevvej 36A, kl. 1, 2500 Valby"
"Vigerslevvej 63, 2. tv, 2500 Valby"
"Vigerslevvej 180, st. 22, 2500 Valby"
"Molbechsvej 9, 4. tv, 2500 Valby"
"Vigerslevvej 248A, 1. th, 2500 Valby"
"Monrads Allé 1, 3. tv, 2500 Valby"
"Vigerslevvej 278A, 3. tv, 2500 Valby"
"Skyttegårdvej 32, st. tv, 2500 Valby"
"Vigerslevvej 315, st., 2500 Valby"
"Vigerslev Vænge 30, st. th, 2500 Valby"
"Cæciliavej 13, 1. tv, 2500 Valby"
"Mølle Allé 9, st. th, 2500 Valby"
"Vinhaven 47, 1. th, 2500 Valby"
"Hornemanns Vænge 9, st. 134, 2500 Valby"
"Nakskovvej 31, 2. th, 2500 Valby"
"Hornemanns Vænge 47, 3. mf, 2500 Valby"
"Damsbo Vænge 13, 1. tv, 2500 Valby"
"Horsekildevej 16, st. th, 2500 Valby"
"Horsekildevej 42, 1. th, 2500 Valby"
"Danshøjvej 7, 2. th, 2500 Valby"
"Humlehaven 69, 2500 Valby"
"Nordre Allé 12, st., 2500 Valby"
"Druehaven 5, 2. th, 2500 Valby"
"Høffdingsvej 33, st. th, 2500 Valby"
"Højdedraget 27, 2500 Valby"
"Højsagervej 3B, 2500 Valby"
"Nystedvej 28, st. tv, 2500 Valby"
"Østergårds Allé 12, 2500 Valby"
"Strindbergsvej 72, 2., 2500 Valby"
"Engdraget 67, 2500 Valby"
"Ålholmvej 6, st. th, 2500 Valby"
"Sylviavej 21, 4. tv, 2500 Valby"
