"Mjang Bygade 1, Mjang, 6470 Sydals"
"Hørup Bygade 70, Hørup, 6470 Sydals"
"Kegnæsvej 69N, Drejby, 6470 Sydals"
"Kyshøj 9, Høruphav, 6470 Sydals"
"Lille Mommarkvej 37, Lillemommark, 6470 Sydals"
"Lærkemose 87, Skovmose, 6470 Sydals"
"Mommarkvej 227, Majbøl, 6470 Sydals"
"Rødkildevej 4, Skovby, 6470 Sydals"
"Søndermark 9, Sønderby, 6470 Sydals"
"Toftehøj 98, Høruphav, 6470 Sydals"
"Birkemose 47, Skovmose, 6470 Sydals"
"Egemose 81, Skovmose, 6470 Sydals"
"Flejmose 38, Kegnæs, 6470 Sydals"
"Harresbæk 6, Mommark, 6470 Sydals"
"Hørup Bygade 72, Hørup, 6470 Sydals"
"Kegnæsvej 69P, Drejby, 6470 Sydals"
"Lille Mommarkvej 39, Lillemommark, 6470 Sydals"
"Lærkemose 88, Skovmose, 6470 Sydals"
"Mommarkvej 228, Majbøl, 6470 Sydals"
"Nørre Landevej 9, Kegnæshøj, 6470 Sydals"
"Rønnemose 1, Skovmose, 6470 Sydals"
"Skovhøj 32, Høruphav, 6470 Sydals"
"Søndermark 10, Sønderby, 6470 Sydals"
"Toftehøj 100, Høruphav, 6470 Sydals"
"Vibøgevej 23, Vibøge, 6470 Sydals"
"Birkemose 48, Skovmose, 6470 Sydals"
"Egemose 83, Skovmose, 6470 Sydals"
"Flejmose 40, Kegnæs, 6470 Sydals"
"Harresbæk 7, Mommark, 6470 Sydals"
"Hørup Bygade 74, Hørup, 6470 Sydals"
"Kegnæsvej 70, Skovby, 6470 Sydals"
"Kyshøj 11, Høruphav, 6470 Sydals"
"Lille Mommarkvej 43, Lillemommark, 6470 Sydals"
"Lærkemose 89, Skovmose, 6470 Sydals"
"Mommarkvej 229, Majbøl, 6470 Sydals"
"Nørre Landevej 11, Kegnæshøj, 6470 Sydals"
"Rønnemose 2, Skovmose, 6470 Sydals"
"Skovhøj 33, Høruphav, 6470 Sydals"
"Søndermark 11, Sønderby, 6470 Sydals"
"Toftehøj 102, Høruphav, 6470 Sydals"
"Vibøgevej 24, Vibøge, 6470 Sydals"
"Birkemose 49, Skovmose, 6470 Sydals"
"Egemose 85, Skovmose, 6470 Sydals"
"Flejmose 42, Kegnæs, 6470 Sydals"
"Harresbæk 8, Mommark, 6470 Sydals"
"Hørup Bygade 76, Hørup, 6470 Sydals"
"Kegnæsvej 71, Drejby, 6470 Sydals"
"Kyshøj 12, Høruphav, 6470 Sydals"
"Lille Mommarkvej 45, Lillemommark, 6470 Sydals"
"Lærkemose 90, Skovmose, 6470 Sydals"
"Mommarkvej 231, Majbøl, 6470 Sydals"
"Nørre Landevej 12, Kegnæs, 6470 Sydals"
"Rønnemose 3, Skovmose, 6470 Sydals"
"Skovhøj 34, Høruphav, 6470 Sydals"
"Søndermark 12, Sønderby, 6470 Sydals"
"Toftehøj 104, Høruphav, 6470 Sydals"
"Vibøgevej 26, Vibøge, 6470 Sydals"
"Birkemose 50, Skovmose, 6470 Sydals"
"Egemose 87, Skovmose, 6470 Sydals"
"Flejmose 44, Kegnæs, 6470 Sydals"
"Harresbæk 9, Mommark, 6470 Sydals"
"Hørup Bygade 78, Hørup, 6470 Sydals"
"Kegnæsvej 72, Skovby, 6470 Sydals"
"Kyshøj 13, Høruphav, 6470 Sydals"
"Lundvej 1, Lambjerglund, 6470 Sydals"
"Nørre Landevej 13, Kegnæshøj, 6470 Sydals"
"Rønnemose 4, Skovmose, 6470 Sydals"
"Skovhøj 35, Høruphav, 6470 Sydals"
"Søndermark 13, Sønderby, 6470 Sydals"
"Toftehøj 106, Høruphav, 6470 Sydals"
"Vibøgevej 27, Vibøge, 6470 Sydals"
"Birkemose 51, Skovmose, 6470 Sydals"
"Egemose 89, Skovmose, 6470 Sydals"
"Flejmose 46, Kegnæs, 6470 Sydals"
"Harresbæk 10, Mommark, 6470 Sydals"
"Hørup Bygade 80, Hørup, 6470 Sydals"
"Lærkemose 92, Skovmose, 6470 Sydals"
"Rønnemose 5, Skovmose, 6470 Sydals"
"Skovhøj 36, Høruphav, 6470 Sydals"
"Søndermark 14, Sønderby, 6470 Sydals"
"Toftehøj 108, Høruphav, 6470 Sydals"
"Birkemose 52, Skovmose, 6470 Sydals"
"Flejmose 48, Kegnæs, 6470 Sydals"
"Harresbæk 11, Mommark, 6470 Sydals"
"Hørup Bygade 82, Hørup, 6470 Sydals"
"Kegnæsvej 74, Skovby, 6470 Sydals"
"Kyshøj 15, Høruphav, 6470 Sydals"
"Lundvej 3, Lambjerglund, 6470 Sydals"
"Mommarkvej 233, Tandslet, 6470 Sydals"
"Nørre Landevej 15, Kegnæshøj, 6470 Sydals"
"Rønnemose 6, Skovmose, 6470 Sydals"
"Skovhøj 37, Høruphav, 6470 Sydals"
"Søndermark 15, Sønderby, 6470 Sydals"
"Toften 2, Høruphav, 6470 Sydals"
"Birkemose 53, Skovmose, 6470 Sydals"
"Egemose 93, Skovmose, 6470 Sydals"
"Flejmose 50, Kegnæs, 6470 Sydals"
"Harresbæk 12, Mommark, 6470 Sydals"
"Hørup Bygade 84, Hørup, 6470 Sydals"
"Kyshøj 16, Høruphav, 6470 Sydals"
"Lærkemose 94, Skovmose, 6470 Sydals"
"Mommarkvej 234, Majbøl, 6470 Sydals"
"Rønnemose 7, Skovmose, 6470 Sydals"
"Skovhøj 38, Høruphav, 6470 Sydals"
"Søndermark 16, Sønderby, 6470 Sydals"
"Vibøgevej 31, Vibøge, 6470 Sydals"
"Fiskervej 18, Mommark, 6470 Sydals"
"Ertebjerg Bygade 6, Ertebjerg, 6470 Sydals"
"Ertebjerg Bygade 6, 1, Ertebjerg, 6470 Sydals"
"Birkemose 54, Skovmose, 6470 Sydals"
"Egemose 95, Skovmose, 6470 Sydals"
"Flejmose 52, Kegnæs, 6470 Sydals"
"Harresbæk 13, Mommark, 6470 Sydals"
"Hørup Bygade 86, Hørup, 6470 Sydals"
"Kegnæsvej 76, Skovby, 6470 Sydals"
"Kyshøj 17, Høruphav, 6470 Sydals"
"Lundvej 5, Lambjerglund, 6470 Sydals"
"Lærkemose 95, Skovmose, 6470 Sydals"
"Mommarkvej 236, Majbøl, 6470 Sydals"
"Nørre Landevej 18, Kegnæs, 6470 Sydals"
"Rønnemose 8, Skovmose, 6470 Sydals"
"Skovhøj 39, Høruphav, 6470 Sydals"
"Søndermark 17, Sønderby, 6470 Sydals"
"Toften 4, Høruphav, 6470 Sydals"
"Birkemose 55, Skovmose, 6470 Sydals"
"Egemose 97, Skovmose, 6470 Sydals"
"Flejmose 54, Kegnæs, 6470 Sydals"
"Hørup Bygade 88, Hørup, 6470 Sydals"
"Kyshøj 18, Høruphav, 6470 Sydals"
"Lundvej 6, Lambjerglund, 6470 Sydals"
"Lærkemose 96, Skovmose, 6470 Sydals"
"Mommarkvej 237, Tandslet, 6470 Sydals"
"Rønnemose 9, Skovmose, 6470 Sydals"
"Skovhøj 40, Høruphav, 6470 Sydals"
"Toften 5, Høruphav, 6470 Sydals"
"Vibøgevej 33, Vibøge, 6470 Sydals"
"Askemose 15, Skovmose, 6470 Sydals"
"Klinteskoven 22, Høruphav, 6470 Sydals"
"Tandsager 13, Tandslet, 6470 Sydals"
"Flejmose 1C, Kegnæs, 6470 Sydals"
"Ertebjergvej 29A, Faurholm, 6470 Sydals"
"Trompeterhøj 42, Hørup, 6470 Sydals"
"Kløverlykke 53, Hørup, 6470 Sydals"
"Mjanghøj 2, Mjang, 6470 Sydals"
"Klinteskoven 8, Høruphav, 6470 Sydals"
"Kløverlykke 104, Hørup, 6470 Sydals"
"Gammelhave 62, Lysabild, 6470 Sydals"
"Kløverlykke 55, Hørup, 6470 Sydals"
"Kløverlykke 108, Hørup, 6470 Sydals"
"Kløverlykke 71, Hørup, 6470 Sydals"
"Møllegade 7, Skovby, 6470 Sydals"
"Fiskervej 22, Mommark, 6470 Sydals"
"Fiskervej 26, Mommark, 6470 Sydals"
"Fiskervej 32, Mommark, 6470 Sydals"
"Fiskervej 36, Mommark, 6470 Sydals"
"Ellemose 2, Skovmose, 6470 Sydals"
"Ellemose 7, Skovmose, 6470 Sydals"
"Ellemose 9, Skovmose, 6470 Sydals"
"Ellemose 21, Skovmose, 6470 Sydals"
"Ellemose 30, Skovmose, 6470 Sydals"
"Hagensig 6A, Kegnæs, 6470 Sydals"
"Hagensig 6B, Kegnæs, 6470 Sydals"
"Kløverlykke 39, Hørup, 6470 Sydals"
"Solskrænten 2, Mommark, 6470 Sydals"
"Solskrænten 30, Mommark, 6470 Sydals"
"Trompeterhøj 44, Hørup, 6470 Sydals"
"Havbjerg 1, Hørup, 6470 Sydals"
"Havbjerg 6, Hørup, 6470 Sydals"
"Ertebjergvej 45, Ertebjerg, 6470 Sydals"
"Kløverlykke 68, Hørup, 6470 Sydals"
"Ellemose 40, Skovmose, 6470 Sydals"
"Klinteskoven 26, Høruphav, 6470 Sydals"
"Kløverlykke 45, Hørup, 6470 Sydals"
"Kløverlykke 49, Hørup, 6470 Sydals"
"Kløverlykke 67, Hørup, 6470 Sydals"
"Kløverlykke 92, Hørup, 6470 Sydals"
"Solskrænten 20, Mommark, 6470 Sydals"
"Kegnæsmose 8, Kegnæs, 6470 Sydals"
"Katkær 1, Lambjergskov, 6470 Sydals"
"Skovbyvej 59, Vibøge, 6470 Sydals"
"Damkobbel 9A, Kegnæs, 6470 Sydals"
"Mommarkvej 272, Tandslet, 6470 Sydals"
"Skovforten 4, b, Lysabildskov, 6470 Sydals"
"Skovforten 4, c, Lysabildskov, 6470 Sydals"
"Skovforten 4, d, Lysabildskov, 6470 Sydals"
"Skovforten 4, e, Lysabildskov, 6470 Sydals"
"Skovforten 4, f, Lysabildskov, 6470 Sydals"
"Kløverlykke 90, Hørup, 6470 Sydals"
"Bellevue 5B, Mommark, 6470 Sydals"
"Bellevue 5C, Mommark, 6470 Sydals"
"Havemose 11, Lambjerg, 6470 Sydals"
"Havbjerg 2, Hørup, 6470 Sydals"
"Havbjerg 4, Hørup, 6470 Sydals"
"Havbjerg 10, Hørup, 6470 Sydals"
"Havbjerg 12, Hørup, 6470 Sydals"
"Birkemose 120, Skovmose, 6470 Sydals"
"Birkemose 122, Skovmose, 6470 Sydals"
"Birkemose 126, Skovmose, 6470 Sydals"
"Birkemose 130, Skovmose, 6470 Sydals"
"Birkemose 132, Skovmose, 6470 Sydals"
"Hybenvej 1, Sønderby, 6470 Sydals"
"Nedergaden 18B, Mjang, 6470 Sydals"
"Nørre Landevej 53C, Kegnæs, 6470 Sydals"
"Lundvej 92, Lambjerglund, 6470 Sydals"
"Holtvej 10, Hørup, 6470 Sydals"
"Kegnæsmose 20, Kegnæs, 6470 Sydals"
"Kallehave 24A, Hørup, 6470 Sydals"
"Mjangvej 5, Kirke Hørup, 6470 Sydals"
"Nørre Landevej 58A, Kegnæs, 6470 Sydals"
"Kløverlykke 29, Hørup, 6470 Sydals"
"Østkystvejen 92, Tandselle, 6470 Sydals"
"Damsløkke 3, Kirke Hørup, 6470 Sydals"
"Rymosevej 4, Ertebjerg, 6470 Sydals"
"Damsløkke 2, Kirke Hørup, 6470 Sydals"
"Tjørnemose 25, Skovmose, 6470 Sydals"
"Høruphav Havn 3, 1., Høruphav, 6470 Sydals"
"Østervej 28, Kirke Hørup, 6470 Sydals"
"VEJNAVN MANGLER 3, Høruphav, 6470 Sydals"
"Kegnæsmose 4, Kegnæs, 6470 Sydals"
"Lysabildgade 95, Lysabild, 6470 Sydals"
"Fyrremose 138, 6470 Sydals"
"Mommarkvej 293B, Tandslet, 6470 Sydals"
"Kallehave 25, Hørup, 6470 Sydals"
"Kallehave 18, Hørup, 6470 Sydals"
"Katkærvej 6, Lambjergskov, 6470 Sydals"
"Kegnæsmose 14, Kegnæs, 6470 Sydals"
"Sarupvej 30, Sarup, 6470 Sydals"
"Skovsholm 12, Hørup, 6470 Sydals"
"Svennesmølle 10A, Mommark, 6470 Sydals"
"Askerøj 1, 20, Hørup, 6470 Sydals"
"Skovbyvej 9, 1, Lambjerg, 6470 Sydals"
"Kløverlykke 73, Hørup, 6470 Sydals"
"Katkær 7, Lambjergskov, 6470 Sydals"
"Mommarkvej 264, 1., Tandslet, 6470 Sydals"
"Neder Jestrup 6, 1., Tandslet, 6470 Sydals"
"Hørup Bygade 2, Hørup, 6470 Sydals"
"Mommarkvej 361, Mommark, 6470 Sydals"
"Kegnæsvej 5A, Lysabild, 6470 Sydals"
"Askerøj 1, 9, Hørup, 6470 Sydals"
"Katkær 1, Lambjergskov, 6470 Sydals"
"Lærkemose 136, Skovmose, 6470 Sydals"
"Sydvej 4, Skovby, 6470 Sydals"
"Mommarkvej 293, Tandslet, 6470 Sydals"
"Hørup Bygade 12, 1, Hørup, 6470 Sydals"
"Rævebæk 11, Mommark, 6470 Sydals"
"Mommarkvej 308, Tandslet, 6470 Sydals"
"Kirke Hørupvej 11, Kirke Hørup, 6470 Sydals"
"Vimmelskaftet 8, 1, Høruphav, 6470 Sydals"
"Mommarkvej 374H, 5, Mommark, 6470 Sydals"
"Rubæk 20, Skovbyballe, 6470 Sydals"
"Kirke Hørupvej 10A, 1., Kirke Hørup, 6470 Sydals"
"Lysabildgade 36, 1, Lysabild, 6470 Sydals"
"Askerøj 1, 7, Hørup, 6470 Sydals"
"Kegnæsvej 19, 1, Skovby, 6470 Sydals"
"Mommarkvej 275, st., Tandslet, 6470 Sydals"
"Thomhavevej 3, 1, Mjang, 6470 Sydals"
"Kegnæsmose 20, Kegnæs, 6470 Sydals"
"Kallehave 24, 1., Hørup, 6470 Sydals"
"Askerøj 1, 21, Hørup, 6470 Sydals"
"Holtvej 6, Hørup, 6470 Sydals"
"Tandsager 9, Tandslet, 6470 Sydals"
"Kirke Hørupvej 4, Kirke Hørup, 6470 Sydals"
"Damsløkke 1, Kirke Hørup, 6470 Sydals"
"Kallehave 33, Hørup, 6470 Sydals"
"Askerøj 1, 13, Hørup, 6470 Sydals"
"Mommarkvej 336, Tandslet, 6470 Sydals"
"VEJNAVN MANGLER 5, Høruphav, 6470 Sydals"
"Høruphav Havn 4, Høruphav, 6470 Sydals"
"Nørre Landevej 42, Kegnæs, 6470 Sydals"
"Hagensig 6B, Kegnæs, 6470 Sydals"
"Vibøgevej 16, st., Lysabild, 6470 Sydals"
"Høruphav Havn 1A, Høruphav, 6470 Sydals"
"Holtvej 1, Hørup, 6470 Sydals"
"Lysabildgade 37, 1., Lysabild, 6470 Sydals"
"Vindrosen 1, 1, Skovby, 6470 Sydals"
"Lysabildgade 21, Lysabild, 6470 Sydals"
"Ertebjergvej 3, st., Tandslet, 6470 Sydals"
"Kallehave 37, Hørup, 6470 Sydals"
"Vestervej 42B, 2, 6470 Sydals"
"Mommarkvej 334B, st., Tandslet, 6470 Sydals"
"Kallehave 23, Hørup, 6470 Sydals"
"Knøs' Gård 1, Høruphav, 6470 Sydals"
"Katkærvej 12, Lambjergskov, 6470 Sydals"
"Østervej 5, Kirke Hørup, 6470 Sydals"
"Søndre Landevej 225, st., Høruphav, 6470 Sydals"
"Lysabildgade 2, Lysabild, 6470 Sydals"
"Svennesmølle 18C, Mommark, 6470 Sydals"
"Damsløkke 4, Kirke Hørup, 6470 Sydals"
"Mommarkvej 227, Majbøl, 6470 Sydals"
"Egemose 79, Skovmose, 6470 Sydals"
"Askerøj 1, 1, Hørup, 6470 Sydals"
"Tandsgårdvej 6C, Tandslet, 6470 Sydals"
"Skovbyvej 28, Mintebjerg, 6470 Sydals"
"Lysabildgade 20, st. 1, Lysabild, 6470 Sydals"
"Toften 2A, Høruphav, 6470 Sydals"
"Kegnæsmose 3, Kegnæs, 6470 Sydals"
"Klapleddet 11, st., Lysabildskov, 6470 Sydals"
"Kegnæsvej 78B, Skovby, 6470 Sydals"
"Nørre Landevej 29A, Kegnæs, 6470 Sydals"
"Østkystvejen 105, Tandsryd, 6470 Sydals"
"Søndre Landevej 217, Høruphav, 6470 Sydals"
"Sønderbygade 6, 1., Sønderby, 6470 Sydals"
"Kegnæsmose 13, Kegnæs, 6470 Sydals"
"Lambjergskov 40, 6470 Sydals"
"Lille Mommarkvej 15, st., Sarup, 6470 Sydals"
"Trompeterhøj 1, 1, Hørup, 6470 Sydals"
"Engmosen 1A, Lysabild, 6470 Sydals"
"Sønderbygade 15, st., Sønderby, 6470 Sydals"
"Kegnæsvej 61, 1., Skovby, 6470 Sydals"
"Klapleddet 3, th, Lysabildskov, 6470 Sydals"
"Fiskervej 2B, Mommark, 6470 Sydals"
"Tangsmose 2, Høruphav, 6470 Sydals"
"Østervej 24, Kirke Hørup, 6470 Sydals"
"Birkemose 192A, Skovmose, 6470 Sydals"
"Mommarkvej 374H, 1. 10, Mommark, 6470 Sydals"
"Grønmark 1, st., Kegnæs, 6470 Sydals"
"Engmosen 3, st., Lysabild, 6470 Sydals"
"Vesterbakken 37, 1, Høruphav, 6470 Sydals"
"Gammelhave 14B, Lysabild, 6470 Sydals"
"Færgegang 11, Høruphav, 6470 Sydals"
"Vestervej 42B, 6470 Sydals"
"Svennesmølle 10A, Mommark, 6470 Sydals"
"Kegnæsvej 22, 1, Lysabild, 6470 Sydals"
"Ertebjergvej 3, 2., Tandslet, 6470 Sydals"
"Katkærvej 14, Lambjergskov, 6470 Sydals"
"Lysabildgade 20, 2, Lysabild, 6470 Sydals"
"Vestervej 42B, 4, 6470 Sydals"
"Nørre Landevej 26, 1., Kegnæs, 6470 Sydals"
"Askerøj 1, 18, Hørup, 6470 Sydals"
"Skovhøj 81, 1, Høruphav, 6470 Sydals"
"Trompeterhøj 56, Hørup, 6470 Sydals"
"Høruphav Havn 3, st., Høruphav, 6470 Sydals"
"Mommarkvej 374G, 17, Mommark, 6470 Sydals"
"Hørup Bygade 44A, st., Hørup, 6470 Sydals"
"Kegnæsmose 22, Kegnæs, 6470 Sydals"
"Høruphav Havn 3, Høruphav, 6470 Sydals"
"Askerøj 1, 10, Hørup, 6470 Sydals"
"Vestervej 42, 3, Hørup, 6470 Sydals"
"Kegnæsmose 9, Kegnæs, 6470 Sydals"
"Østerbyvej 52, Østerby, 6470 Sydals"
"Østkystvejen 100, Tandsryd, 6470 Sydals"
"Vestervej 42B, 1, 6470 Sydals"
"Svennesmølle 1C, Mommark, 6470 Sydals"
"Lysabildgade 96, Lysabild, 6470 Sydals"
"Kegnæsmose 1, Kegnæs, 6470 Sydals"
"Kallehave 39, Hørup, 6470 Sydals"
"Havblik 46, Sønderby, 6470 Sydals"
"Hagensig 6, Kegnæs, 6470 Sydals"
"Høruphav Havn 11, Høruphav, 6470 Sydals"
"Hørup Bygade 44A, 261, Hørup, 6470 Sydals"
"Svennesmølle 30, 1, Mommark, 6470 Sydals"
"Nørre Landevej 5, Kegnæshøj, 6470 Sydals"
"Gammelpøl 10, 1, Lysabildskov, 6470 Sydals"
"Svennesmølle 10B, Mommark, 6470 Sydals"
"Kegnæsvej 69R, Drejby, 6470 Sydals"
"Askerøj 1, 22, Hørup, 6470 Sydals"
"Hørup Bygade 44A, 281, Hørup, 6470 Sydals"
"Ertebjergryde 5, Ertebjerg, 6470 Sydals"
"Hørup Bygade 44C, 13, Hørup, 6470 Sydals"
"Kegnæsmose 10, Kegnæs, 6470 Sydals"
"Kirke Hørupvej 17, Kirke Hørup, 6470 Sydals"
"Kegnæsmose 6, Kegnæs, 6470 Sydals"
"Klapleddet 3, Lysabildskov, 6470 Sydals"
"Trompeterhøj 56, st., Hørup, 6470 Sydals"
"Kløverlykke 88, Hørup, 6470 Sydals"
"Trompeterhøj 48, Hørup, 6470 Sydals"
"Askerøj 1, 16, Hørup, 6470 Sydals"
"Søndre Landevej 216B, Høruphav, 6470 Sydals"
"Mintebjergvej 19, 1, Mintebjerg, 6470 Sydals"
"Katkærvej 4, Lambjergskov, 6470 Sydals"
"Asserballevej 8A, Jestrup, 6470 Sydals"
"Høruphav Havn 7, st., Høruphav, 6470 Sydals"
"Ertebjergryde 3, Ertebjerg, 6470 Sydals"
"Fiskervej 14, Mommark, 6470 Sydals"
"Kegnæsvej 61A, 1., Skovby, 6470 Sydals"
"Kegnæsmose 17, Kegnæs, 6470 Sydals"
"Askerøj 1, 6, Hørup, 6470 Sydals"
"Østkystvejen 80, Ertebjerg, 6470 Sydals"
"Søndre Landevej 214, 1., Høruphav, 6470 Sydals"
"Damsløkke 9, Kirke Hørup, 6470 Sydals"
"Tandsbusk 2, Tandslet, 6470 Sydals"
"Østerbyvej 7, Østerby, 6470 Sydals"
"Thomhavevej 10, Mjang, 6470 Sydals"
"Havbo 29, Høruphav, 6470 Sydals"
"Lysabildgade 28B, 1., Lysabild, 6470 Sydals"
"Lysabildgade 28A, st., Lysabild, 6470 Sydals"
"Vesterkobbel 4, Kegnæs, 6470 Sydals"
"Havbo 29A, Høruphav, 6470 Sydals"
"Søndre Landevej 221, Høruphav, 6470 Sydals"
"Vestervej 42B, 1, 6470 Sydals"
"VEJNAVN MANGLER 3, st., Høruphav, 6470 Sydals"
"Høruphav Havn 7, 1., Høruphav, 6470 Sydals"
"Hørup Bygade 26C, Hørup, 6470 Sydals"
"VEJNAVN MANGLER 11, Høruphav, 6470 Sydals"
"Pilemose 15, Skovmose, 6470 Sydals"
"Vestervej 1, Høruphav, 6470 Sydals"
"Kegnæsvej 85C, Drejby, 6470 Sydals"
"Lysabildgade 7, Lysabild, 6470 Sydals"
"Ertebjergvej 47, Ertebjerg, 6470 Sydals"
"Mommarkvej 295, Tandslet, 6470 Sydals"
"Mommarkvej 340, Tandslet, 6470 Sydals"
"Lambjergsned 7C, Høruphav, 6470 Sydals"
"Hørup Bygade 44C, 11, Hørup, 6470 Sydals"
"Kegnæsvej 62, Skovby, 6470 Sydals"
"Tandsellevej 1, Tandselle, 6470 Sydals"
"Hørup Bygade 44D, 11, Hørup, 6470 Sydals"
"Gammelhave 1A, Lysabild, 6470 Sydals"
"Thomhavevej 3, 2, Mjang, 6470 Sydals"
"Nørre Landevej 58, 1, Kegnæs, 6470 Sydals"
"Askerøj 1, 5, Hørup, 6470 Sydals"
"Lambjergvej 1, Lambjerg, 6470 Sydals"
"Skovbyvej 20, Majbølgård, 6470 Sydals"
"Inderhave 1, Lysabild, 6470 Sydals"
"Hyldemose 11, Skovmose, 6470 Sydals"
"Havbjerg 22, Hørup, 6470 Sydals"
"Kallehave 24, st., Hørup, 6470 Sydals"
"Fyrremose 66, Skovmose, 6470 Sydals"
"Høruphav Havn 5, st., Høruphav, 6470 Sydals"
"Nørregade 12, Lysabild, 6470 Sydals"
"Mommarkvej 275, Tandslet, 6470 Sydals"
"Høruphav Havn 3, Høruphav, 6470 Sydals"
"Ertebjergvej 5, 1., Tandslet, 6470 Sydals"
"Mommarkvej 326, Tandslet, 6470 Sydals"
"Kallehave 26, Hørup, 6470 Sydals"
"VEJNAVN MANGLER 7, Høruphav, 6470 Sydals"
"Kallehave 24, Hørup, 6470 Sydals"
"Hørup Bygade 44A, 271, Hørup, 6470 Sydals"
"Østkystvejen 101, Mommark, 6470 Sydals"
"Færgegang 9B, Høruphav, 6470 Sydals"
"Tandsager 17, Tandslet, 6470 Sydals"
"Kegnæsmose 2, Kegnæs, 6470 Sydals"
"Lysabildgade 2A, Lysabild, 6470 Sydals"
"Kallehave 18, Hørup, 6470 Sydals"
"Nørre Landevej 26, 1, Kegnæs, 6470 Sydals"
"Kegnæsvej 61, st., Skovby, 6470 Sydals"
"Kegnæsmose 18, Kegnæs, 6470 Sydals"
"Høruphav Havn 1, Høruphav, 6470 Sydals"
"Askerøj 1, 2, Hørup, 6470 Sydals"
"Fiskervej 17, Mommark, 6470 Sydals"
"Høruphav Havn 4, Høruphav, 6470 Sydals"
"Mommarkvej 374B, st. 10, Mommark, 6470 Sydals"
"Vestervej 42, 2, Hørup, 6470 Sydals"
"Engmosen 2, 1, Lysabild, 6470 Sydals"
"Ertebjerg Bygade 4A, Ertebjerg, 6470 Sydals"
"Lysabildgade 5, Lysabild, 6470 Sydals"
"Nørregade 6, Lysabild, 6470 Sydals"
"Høruphav Havn 2, Høruphav, 6470 Sydals"
"Lillekobbel 3, Kegnæs, 6470 Sydals"
"Nypølsgade 5, Nypøl, 6470 Sydals"
"Høruphav Havn 5, 1., Høruphav, 6470 Sydals"
"Lysabildgade 2B, Lysabild, 6470 Sydals"
"Østkystvejen 107, Tandselle, 6470 Sydals"
"Østervej 3, Kirke Hørup, 6470 Sydals"
"Mommarkvej 266, 1., Tandslet, 6470 Sydals"
"Askerøj 1, 4, Hørup, 6470 Sydals"
"Galgebjerg 1C, Mommark, 6470 Sydals"
"Lille Mommarkvej 41, Lillemommark, 6470 Sydals"
"Skovmærkevej 21, Lambjergskov, 6470 Sydals"
"Vibøgevej 32, Vibøge, 6470 Sydals"
"Bonderosevej 1, Hørup, 6470 Sydals"
"Askerøj 1, 24, Hørup, 6470 Sydals"
"Mjangvej 20, 1, Kirke Hørup, 6470 Sydals"
"Thomhavevej 4, 1, Mjang, 6470 Sydals"
"Egemose 2, Skovmose, 6470 Sydals"
"Ertebjergvej 29A, Faurholm, 6470 Sydals"
"VEJNAVN MANGLER 2, Høruphav, 6470 Sydals"
"Hørup Bygade 19A, Hørup, 6470 Sydals"
"Kegnæs Færge 21C, Kegnæs, 6470 Sydals"
"Ertebjerg Bygade 5, Ertebjerg, 6470 Sydals"
"Høruphav Havn 11, Høruphav, 6470 Sydals"
"Havblik 36, st., Sønderby, 6470 Sydals"
"Mommarkvej 374B, 1. 10, Mommark, 6470 Sydals"
"Vestervej 3, Hørup, 6470 Sydals"
"Østkystvejen 91, Tandselle, 6470 Sydals"
"Høruphav Havn 1A, Høruphav, 6470 Sydals"
"Tangsmose 14, 1, Høruphav, 6470 Sydals"
"Høruphav Havn 13, Høruphav, 6470 Sydals"
"Vindrosen 1, st., Skovby, 6470 Sydals"
"Skovmærkevej 19, Lambjergskov, 6470 Sydals"
"Høruphav Havn 1, Høruphav, 6470 Sydals"
"Vestervej 42B, 2, 6470 Sydals"
"Sarupvej 8, Humbæk, 6470 Sydals"
"Østerbyvej 37, 6470 Sydals"
"Mjangvej 17, Kirke Hørup, 6470 Sydals"
"Damsløkke 5, Kirke Hørup, 6470 Sydals"
"Askerøj 1, 12, Hørup, 6470 Sydals"
"Lambjergsned 7B, Høruphav, 6470 Sydals"
"Kegnæsvej 61A, st., Skovby, 6470 Sydals"
"Thomhavevej 4, 2, Mjang, 6470 Sydals"
"Søndre Landevej 218A, Høruphav, 6470 Sydals"
"VEJNAVN MANGLER 3, 1., Høruphav, 6470 Sydals"
"Vestervej 42B, 3, 6470 Sydals"
"Hørup Bygade 14, Hørup, 6470 Sydals"
"Holtvej 8, Hørup, 6470 Sydals"
"Lysabildgade 32, Lysabild, 6470 Sydals"
"Lysabildgade 18, st., Lysabild, 6470 Sydals"
"Søndre Landevej 212, 1, Høruphav, 6470 Sydals"
"Skovforten 4, st., Lysabildskov, 6470 Sydals"
"Færgegang 3, Høruphav, 6470 Sydals"
"Lille Mommarkvej 2, Sarup, 6470 Sydals"
"Lillekobbel 4, Kegnæs, 6470 Sydals"
"Mjangvej 16A, Kirke Hørup, 6470 Sydals"
"Lysabildgade 9, 1, Lysabild, 6470 Sydals"
"Pilene 1B, Tandslet, 6470 Sydals"
"Askerøj 1, 14, Hørup, 6470 Sydals"
"Askemose 13, Skovmose, 6470 Sydals"
"Mommarkvej 362, Mommark, 6470 Sydals"
"Damsløkke 6, Kirke Hørup, 6470 Sydals"
"Østervej 26, Kirke Hørup, 6470 Sydals"
"Grønmark 11, Kegnæs, 6470 Sydals"
"Sønderbygade 4, 1, Sønderby, 6470 Sydals"
"Askerøj 1, 11, Hørup, 6470 Sydals"
