"Annexgårdsvej 11, Kirke Værløse, 3500 Værløse"
"Lærkehaven 42, 3500 Værløse"
"Storkekrogen 16, Kirke Værløse, 3500 Værløse"
"Ballerupvej 70D, 3500 Værløse"
"Bavnehøj Park 34, 1. 2, 3500 Værløse"
"Bregnevej 38, 3500 Værløse"
"Bymidten 130, 2. tv, 3500 Værløse"
"Evavej 44, 3500 Værløse"
"Hejrebakken 26, 3500 Værløse"
"Højeloft Vænge 75, 3500 Værløse"
"Højlunds Vænge 18, 3500 Værløse"
"Kirke Værløsevej 27, 3. th, 3500 Værløse"
"Lille Værløsevej 76, 3500 Værløse"
"Munkevej 5, 3500 Værløse"
"Nørrevænget 112, 3500 Værløse"
"Ryetvej 57, st. tv, 3500 Værløse"
"Ryetvej 137, st. tv, 3500 Værløse"
"Skovgårds Alle 3, 1. th, 3500 Værløse"
"Skovløbervangen 28, 1., 3500 Værløse"
"Sækkedamsvej 118, 3500 Værløse"
"Tingmosen 33, 3500 Værløse"
"Vesterbo 9, 3500 Værløse"
"Åkandevej 64, 3500 Værløse"
"Elmekrogen 9, Hareskov, 3500 Værløse"
"Lindevej 53, Hareskov, 3500 Værløse"
"Ravnehusvej 29, Hareskov, 3500 Værløse"
"Skovbovænget 43, Hareskov, 3500 Værløse"
"Tibberup Alle 40, Hareskov, 3500 Værløse"
"Studekrogen 1, 26, Jonstrup, 3500 Værløse"
"Dalsø Park 6, 3500 Værløse"
"Højgårdshaven 45, 3500 Værløse"
"Lærkehaven 43, 3500 Værløse"
"Storkekrogen 17, Kirke Værløse, 3500 Værløse"
"Ballerupvej 70E, 3500 Værløse"
"Bavnehøj Park 34, 1. 3, 3500 Værløse"
"Bregnevej 40, 3500 Værløse"
"Evavej 45, 3500 Værløse"
"Hejrebakken 27, 3500 Værløse"
"Højeloft Vænge 76, 3500 Værløse"
"Kirke Værløsevej 27, 3. tv, 3500 Værløse"
"Lille Værløsevej 77, 3500 Værløse"
"Munkevej 6, 3500 Værløse"
"Nørrevænget 114, 3500 Værløse"
"Ryetvej 57, 1. mf, 3500 Værløse"
"Ryetvej 137, 1. th, 3500 Værløse"
"Skovgårds Alle 3, 1. tv, 3500 Værløse"
"Skovløbervangen 30, 3500 Værløse"
"Sækkedamsvej 119, 3500 Værløse"
"Tingmosen 34, 3500 Værløse"
"Vesterbo 10, 3500 Værløse"
"Åkandevej 66, 3500 Værløse"
"Elmekrogen 10, Hareskov, 3500 Værløse"
"Lindevej 54, Hareskov, 3500 Værløse"
"Ravnehusvej 31, Hareskov, 3500 Værløse"
"Skovbovænget 44, Hareskov, 3500 Værløse"
"Tibberup Alle 41, Hareskov, 3500 Værløse"
"Ballerupvej 70F, 3500 Værløse"
"Studekrogen 1, 27, Jonstrup, 3500 Værløse"
"Dalsø Park 7A, st., 3500 Værløse"
"Højgårdshaven 46, 3500 Værløse"
"Lærkehaven 44, 3500 Værløse"
"Storkekrogen 18, Kirke Værløse, 3500 Værløse"
"Bavnehøj Park 34, 1. 4, 3500 Værløse"
"Bregnevej 42, 3500 Værløse"
"Hejrebakken 28, 3500 Værløse"
"Højeloft Vænge 77, 3500 Værløse"
"Højlunds Vænge 22, 3500 Værløse"
"Kirke Værløsevej 29, st. mf, 3500 Værløse"
"Lille Værløsevej 78, 3500 Værløse"
"Munkevej 7, 3500 Værløse"
"Nørrevænget 116, 3500 Værløse"
"Ryetvej 57, 1. th, 3500 Værløse"
"Ryetvej 137, 1. tv, 3500 Værløse"
"Skovgårds Alle 3, 2. mf, 3500 Værløse"
"Skovløbervangen 31, 3500 Værløse"
"Sækkedamsvej 120, 3500 Værløse"
"Tingmosen 35, 3500 Værløse"
"Vesterbo 11, 3500 Værløse"
"Åkandevej 68, 3500 Værløse"
"Elmekrogen 11, Hareskov, 3500 Værløse"
"Lindevej 56, Hareskov, 3500 Værløse"
"Ravnehusvej 33, Hareskov, 3500 Værløse"
"Skovbovænget 45, Hareskov, 3500 Værløse"
"Tibberup Alle 42, Hareskov, 3500 Værløse"
"Studekrogen 1, 28, Jonstrup, 3500 Værløse"
"Dalsø Park 7B, 1., 3500 Værløse"
"Højgårdshaven 47, 3500 Værløse"
"Lærkehaven 45, 3500 Værløse"
"Storkekrogen 19, Kirke Værløse, 3500 Værløse"
"Ballerupvej 71, 3500 Værløse"
"Bråderstræde 5, 3500 Værløse"
"Evavej 47, 3500 Værløse"
"Hejrebakken 29, 3500 Værløse"
"Højeloft Vænge 78, 3500 Værløse"
"Højlunds Vænge 24, 3500 Værløse"
"Kirke Værløsevej 29, st. th, 3500 Værløse"
"Munkevej 8, 3500 Værløse"
"Nørrevænget 118, 3500 Værløse"
"Ryetvej 57, 1. tv, 3500 Værløse"
"Ryetvej 137, 2. th, 3500 Værløse"
"Skovgårds Alle 3, 2. th, 3500 Værløse"
"Skovløbervangen 32, 3500 Værløse"
"Sækkedamsvej 121, 3500 Værløse"
"Tingmosen 37, 3500 Værløse"
"Vesterbo 12, 3500 Værløse"
"Åkandevej 70, 3500 Værløse"
"Elmekrogen 12, Hareskov, 3500 Værløse"
"Lindevej 57, Hareskov, 3500 Værløse"
"Ravnehusvej 35, Hareskov, 3500 Værløse"
"Skovbovænget 46, Hareskov, 3500 Værløse"
"Tibberup Alle 43, Hareskov, 3500 Værløse"
"Studekrogen 1, 29, Jonstrup, 3500 Værløse"
"Dalsø Park 8, 3500 Værløse"
"Højgårdshaven 48, 3500 Værløse"
"Lærkehaven 46, 3500 Værløse"
"Storkekrogen 20, Kirke Værløse, 3500 Værløse"
"Ballerupvej 74, 3500 Værløse"
"Bavnestedet 2, 3500 Værløse"
"Bråderstræde 6, 3500 Værløse"
"Evavej 49, 3500 Værløse"
"Hejrebakken 30, 3500 Værløse"
"Højeloft Vænge 79, 3500 Værløse"
"Højlunds Vænge 26, 3500 Værløse"
"Kirke Værløsevej 29, st. tv, 3500 Værløse"
"Kollekollevej 6A, st., 3500 Værløse"
"Lille Værløsevej 82, 3500 Værløse"
"Munkevej 9, 3500 Værløse"
"Oasevej 1, 3500 Værløse"
"Ryetvej 57, 2. mf, 3500 Værløse"
"Ryetvej 137, 2. tv, 3500 Værløse"
"Skovgårds Alle 3, 2. tv, 3500 Værløse"
"Sækkedamsvej 122, 3500 Værløse"
"Toftebo 1, st. th, 3500 Værløse"
"Vesterbo 13, 3500 Værløse"
"Åkandevej 72, 3500 Værløse"
"Elmekrogen 13, Hareskov, 3500 Værløse"
"Lindevej 58, Hareskov, 3500 Værløse"
"Ravnehusvej 37, Hareskov, 3500 Værløse"
"Skovbovænget 47, Hareskov, 3500 Værløse"
"Tibberup Alle 44A, Hareskov, 3500 Værløse"
"Inavej 1, 3500 Værløse"
"Studekrogen 1, 3, Jonstrup, 3500 Værløse"
"Dalsø Park 9A, st., 3500 Værløse"
"Højgårdshaven 49, 3500 Værløse"
"Lærkehaven 47, 3500 Værløse"
"Storkekrogen 21, Kirke Værløse, 3500 Værløse"
"Ballerupvej 76, 3500 Værløse"
"Bavnestedet 3, 3500 Værløse"
"Bråderstræde 8, 3500 Værløse"
"Evavej 51, 3500 Værløse"
"Hejrebakken 31, 3500 Værløse"
"Højeloft Vænge 80, 3500 Værløse"
"Kirke Værløsevej 29, 1. th, 3500 Værløse"
"Kollekollevej 6B, st., 3500 Værløse"
"Lille Værløsevej 84, 3500 Værløse"
"Munkevej 10, 3500 Værløse"
"Oasevej 3, 3500 Værløse"
"Ryetvej 57, 2. th, 3500 Værløse"
"Ryetvej 139, st. th, 3500 Værløse"
"Skovgårds Alle 4, st. th, 3500 Værløse"
"Sækkedamsvej 123, 3500 Værløse"
"Toftebo 1, st. tv, 3500 Værløse"
"Vesterbo 14, 3500 Værløse"
"Åkandevej 74, 3500 Værløse"
"Elmekrogen 14, Hareskov, 3500 Værløse"
"Lindevej 59, Hareskov, 3500 Værløse"
"Ravnehusvej 39, Hareskov, 3500 Værløse"
"Skovbovænget 48, Hareskov, 3500 Værløse"
"Tibberup Alle 44B, Hareskov, 3500 Værløse"
"Skovgårds Alle 4, st. tv, 3500 Værløse"
"Inavej 2, 3500 Værløse"
"Chr Hauchs Alle 12A, Jonstrup, 3500 Værløse"
"Studekrogen 1, 30, Jonstrup, 3500 Værløse"
"Dalsø Park 9B, 3500 Værløse"
"Højgårdshaven 50, 3500 Værløse"
"Lærkehaven 48, 3500 Værløse"
"Storkekrogen 22, Kirke Værløse, 3500 Værløse"
"Ballerupvej 78, 3500 Værløse"
"Bavnestedet 4, 3500 Værløse"
"Bråderstræde 10, 3500 Værløse"
"Fiskebækvej 2, 3500 Værløse"
"Hejrebakken 32, 3500 Værløse"
"Højeloft Vænge 81, 3500 Værløse"
"Kirke Værløsevej 29, 1. tv, 3500 Værløse"
"Kollekollevej 6C, st., 3500 Værløse"
"Lille Værløsevej 85, 3500 Værløse"
"Munkevej 11, 3500 Værløse"
"Oasevej 5, 3500 Værløse"
"Ryetvej 57, 2. tv, 3500 Værløse"
"Ryetvej 139, st. tv, 3500 Værløse"
"Skovløbervangen 34, 3500 Værløse"
"Sækkedamsvej 124, 3500 Værløse"
"Toftebo 1, 1. th, 3500 Værløse"
"Vesterbo 15, 3500 Værløse"
"Åkandevej 76, 3500 Værløse"
"Elmekrogen 15, Hareskov, 3500 Værløse"
"Lindevej 60, Hareskov, 3500 Værløse"
"Ravnehusvej 41, Hareskov, 3500 Værløse"
"Skovbovænget 49, Hareskov, 3500 Værløse"
"Tibberup Alle 44C, Hareskov, 3500 Værløse"
"Chr Hauchs Alle 12C, Jonstrup, 3500 Værløse"
"Studekrogen 1, 31, Jonstrup, 3500 Værløse"
"Dalsø Park 10, 3500 Værløse"
"Højgårdshaven 51, 3500 Værløse"
"Lærkehaven 49, 3500 Værløse"
"Storkekrogen 23, Kirke Værløse, 3500 Værløse"
"Ballerupvej 80, 3500 Værløse"
"Bavnestedet 5, 3500 Værløse"
"Bråderhøj 1, 3500 Værløse"
"Fiskebækvej 3, 3500 Værløse"
"Højeloft Vænge 82, 3500 Værløse"
"Inavej 3, 3500 Værløse"
"Kirke Værløsevej 29, 2. th, 3500 Værløse"
"Kollekollevej 6D, st., 3500 Værløse"
"Lille Værløsevej 86, 3500 Værløse"
"Munkevej 12, 3500 Værløse"
"Oasevej 7, 3500 Værløse"
"Ryetvej 58, 3500 Værløse"
"Ryetvej 139, 1. th, 3500 Værløse"
"Skovgårds Alle 4, 1. th, 3500 Værløse"
"Skovløbervangen 35, 3500 Værløse"
"Sækkedamsvej 125, 3500 Værløse"
"Toftebo 1, 1. tv, 3500 Værløse"
"Vesterbo 16, 3500 Værløse"
"Elmekrogen 16, Hareskov, 3500 Værløse"
"Lindevej 61, Hareskov, 3500 Værløse"
"Ravnehusvej 43, Hareskov, 3500 Værløse"
"Skovbovænget 50, Hareskov, 3500 Værløse"
"Tibberup Alle 45, Hareskov, 3500 Værløse"
"Elmekrogen 18, Hareskov, 3500 Værløse"
"Chr Hauchs Alle 12D, Jonstrup, 3500 Værløse"
"Studekrogen 1, 4, Jonstrup, 3500 Værløse"
"Dalsø Park 11A, st., 3500 Værløse"
"Højgårdshaven 52, 3500 Værløse"
"Lærkehaven 50, 3500 Værløse"
"Storkekrogen 24, Kirke Værløse, 3500 Værløse"
"Ballerupvej 82, 3500 Værløse"
"Bavnestedet 6, 3500 Værløse"
"Bråderhøj 2, 3500 Værløse"
"Fiskebækvej 5, 3500 Værløse"
"Hejrebakken 34, 3500 Værløse"
"Højeloft Vænge 83, 3500 Værløse"
"Inavej 4, 3500 Værløse"
"Kirke Værløsevej 29, 2. tv, 3500 Værløse"
"Kollekollevej 6E, st., 3500 Værløse"
"Lille Værløsevej 87, 3500 Værløse"
"Munkevej 13, 3500 Værløse"
"Ryetvej 59, st. mf, 3500 Værløse"
"Ryetvej 139, 1. tv, 3500 Værløse"
"Skovgårds Alle 4, 1. tv, 3500 Værløse"
"Skovløbervangen 36, 3500 Værløse"
"Sækkedamsvej 126, 3500 Værløse"
"Toftebo 1, 2. th, 3500 Værløse"
"Vesterbo 17, 3500 Værløse"
"Åsevej 4, 3500 Værløse"
"Lindevej 62, Hareskov, 3500 Værløse"
"Skovbovænget 51, Hareskov, 3500 Værløse"
"Tibberup Alle 46A, Hareskov, 3500 Værløse"
"Bringebakken 2, Jonstrup, 3500 Værløse"
"Chr Hauchs Alle 14A, Jonstrup, 3500 Værløse"
"Studekrogen 1, 5, Jonstrup, 3500 Værløse"
"Dalsø Park 11B, 1., 3500 Værløse"
"Højgårdshaven 53, 3500 Værløse"
"Storkekrogen 25, Kirke Værløse, 3500 Værløse"
"Ballerupvej 84, 3500 Værløse"
"Bavnestedet 7, 3500 Værløse"
"Bråderhøj 3, 3500 Værløse"
"Fiskebækvej 9, 3500 Værløse"
"Hejrebakken 35, 3500 Værløse"
"Højeloft Vænge 84, 3500 Værløse"
"Inavej 5, 3500 Værløse"
"Kirke Værløsevej 29, 3. th, 3500 Værløse"
"Kollekollevej 6F, st., 3500 Værløse"
"Lille Værløsevej 88, 3500 Værløse"
"Munkevej 14, 3500 Værløse"
"Ryetvej 59, st. th, 3500 Værløse"
"Ryetvej 139, 2. th, 3500 Værløse"
"Skovgårds Alle 4, 2. th, 3500 Værløse"
"Skovløbervangen 37A, 3500 Værløse"
"Sækkedamsvej 127, 3500 Værløse"
"Toftebo 1, 2. tv, 3500 Værløse"
"Vesterbo 18, 3500 Værløse"
"Åsevej 5, 3500 Værløse"
"Enighedsvej 2, Hareskov, 3500 Værløse"
"Lindevej 63, Hareskov, 3500 Værløse"
"Skovbovænget 52, Hareskov, 3500 Værløse"
"Tibberup Alle 46B, Hareskov, 3500 Værløse"
"Bringebakken 4, Jonstrup, 3500 Værløse"
"Chr Hauchs Alle 14B, Jonstrup, 3500 Værløse"
"Studekrogen 1, 6, Jonstrup, 3500 Værløse"
"Dalsø Park 12, 3500 Værløse"
"Højgårdshaven 54, 3500 Værløse"
"Storkekrogen 26, Kirke Værløse, 3500 Værløse"
"Bavnestedet 8, 3500 Værløse"
"Bråderhøj 4, 3500 Værløse"
"Bøgemosen 4, 3500 Værløse"
"Fiskebækvej 21, 3500 Værløse"
"Hejrebakken 36, 3500 Værløse"
"Højeloft Vænge 85, 3500 Værløse"
"Inavej 6, 3500 Værløse"
"Kirke Værløsevej 29, 3. tv, 3500 Værløse"
"Kollekollevej 6G, 1., 3500 Værløse"
"Lille Værløsevej 89, 3500 Værløse"
"Munkevej 15, 3500 Værløse"
"Ryetvej 59, st. tv, 3500 Værløse"
"Ryetvej 139, 2. tv, 3500 Værløse"
"Skovgårds Alle 4, 2. tv, 3500 Værløse"
"Skovløbervangen 37B, 3500 Værløse"
"Sækkedamsvej 128, 3500 Værløse"
"Toftebo 2, st. th, 3500 Værløse"
"Vesterbo 19, 3500 Værløse"
"Åsevej 6, 3500 Værløse"
"Enighedsvej 3, Hareskov, 3500 Værløse"
"Lindevej 64, Hareskov, 3500 Værløse"
"Tibberup Alle 47, Hareskov, 3500 Værløse"
"Bringebakken 6, Jonstrup, 3500 Værløse"
"Chr Hauchs Alle 14C, Jonstrup, 3500 Værløse"
"Studekrogen 1, 7, Jonstrup, 3500 Værløse"
"Dalsø Park 13A, st., 3500 Værløse"
"Højgårdshaven 55, 3500 Værløse"
"Storkekrogen 27, Kirke Værløse, 3500 Værløse"
"Bavnestedet 9, 3500 Værløse"
"Bråderhøj 5, 3500 Værløse"
"Bøgemosen 6, 3500 Værløse"
"Fiskebækvej 25, 3500 Værløse"
"Hejrebakken 37, 3500 Værløse"
"Højeloft Vænge 86, 3500 Værløse"
"Inavej 7, 3500 Værløse"
"Kollekollevej 6H, 1., 3500 Værløse"
"Lille Værløsevej 90, 3500 Værløse"
"Munkevej 16, 3500 Værløse"
"Ryetvej 59, 1. mf, 3500 Værløse"
"Ryetvej 141, st. th, 3500 Værløse"
"Skovgårds Alle 5, st. mf, 3500 Værløse"
"Skovløbervangen 38, 3500 Værløse"
"Sækkedamsvej 129, 3500 Værløse"
"Toftebo 2, st. tv, 3500 Værløse"
"Vesterbo 20, 3500 Værløse"
"Åsevej 7, 3500 Værløse"
"Enighedsvej 4, Hareskov, 3500 Værløse"
"Lindevej 65, Hareskov, 3500 Værløse"
"Skovbovænget 54, Hareskov, 3500 Værløse"
"Tibberup Alle 48, Hareskov, 3500 Værløse"
"Bringebakken 7, Jonstrup, 3500 Værløse"
"Chr Hauchs Alle 14D, Jonstrup, 3500 Værløse"
"Studekrogen 1, 8, Jonstrup, 3500 Værløse"
"Dalsø Park 13B, 1., 3500 Værløse"
"Højgårdshaven 56, 3500 Værløse"
"Storkekrogen 28, Kirke Værløse, 3500 Værløse"
"Bavnestedet 15, 3500 Værløse"
"Bråderhøj 6, 3500 Værløse"
"Bøgemosen 8, 3500 Værløse"
"Fiskebækvej 27, 3500 Værløse"
"Hejrebakken 38, 3500 Værløse"
"Højeloft Vænge 87, 3500 Værløse"
"Kirke Værløsevej 31, st. mf, 3500 Værløse"
"Kollekollevej 6J, 1., 3500 Værløse"
"Munkevej 17, 3500 Værløse"
"Ryetvej 59, 1. th, 3500 Værløse"
"Ryetvej 141, st. tv, 3500 Værløse"
"Skovgårds Alle 5, st. th, 3500 Værløse"
"Skovløbervangen 39A, 3500 Værløse"
"Sækkedamsvej 130, 3500 Værløse"
"Toftebo 2, 1. th, 3500 Værløse"
"Åsevej 8, 3500 Værløse"
"Enighedsvej 5, Hareskov, 3500 Værløse"
"Lindevej 66, Hareskov, 3500 Værløse"
"Skovbovænget 55, Hareskov, 3500 Værløse"
"Tibberup Alle 49, Hareskov, 3500 Værløse"
"Bringebakken 8, Jonstrup, 3500 Værløse"
"Chr Hauchs Alle 16A, Jonstrup, 3500 Værløse"
"Studekrogen 1, 9, Jonstrup, 3500 Værløse"
"Dalsø Park 14, 3500 Værløse"
"Højgårdshaven 57, 3500 Værløse"
"Storkekrogen 29, Kirke Værløse, 3500 Værløse"
"Bavnestedet 17, 3500 Værløse"
"Bråderhøj 7, 3500 Værløse"
"Bøgemosen 10, 3500 Værløse"
"Fiskebækvej 36, 3500 Værløse"
"Hejrebakken 39, 3500 Værløse"
"Højeloft Vænge 89, 3500 Værløse"
"Inavej 12, 3500 Værløse"
"Kirke Værløsevej 31, st. th, 3500 Værløse"
"Kollekollevej 6K, 1., 3500 Værløse"
"Lille Værløsevej 92, 3500 Værløse"
"Munkevej 18, 3500 Værløse"
"Ryetvej 59, 1. tv, 3500 Værløse"
"Ryetvej 141, 1. th, 3500 Værløse"
"Skovgårds Alle 5, st. tv, 3500 Værløse"
"Skovløbervangen 39B, 3500 Værløse"
"Sækkedamsvej 131, 3500 Værløse"
"Toftebo 2, 1. tv, 3500 Værløse"
"Vesterbo 22, 3500 Værløse"
"Åsevej 9, 3500 Værløse"
"Enighedsvej 6, Hareskov, 3500 Værløse"
"Lindevej 67, Hareskov, 3500 Værløse"
"Skovbovænget 56, Hareskov, 3500 Værløse"
"Tibberup Alle 50, Hareskov, 3500 Værløse"
"Bråderhøj 8, 3500 Værløse"
"Bringebakken 9, Jonstrup, 3500 Værløse"
"Chr Hauchs Alle 16B, Jonstrup, 3500 Værløse"
"Studekrogen 3, Jonstrup, 3500 Værløse"
"Dalsø Park 15A, st., 3500 Værløse"
"Højgårdshaven 58, 3500 Værløse"
"Søhaven 1, 3500 Værløse"
"Bavnehøj Park 1, kl. 153, 3500 Værløse"
"Bavnestedet 19, 3500 Værløse"
"Bøgemosen 11, 3500 Værløse"
"Fiskebækvej 38, 3500 Værløse"
"Hejrebakken 40, 3500 Værløse"
"Højeloft Vænge 91, 3500 Værløse"
"Inavej 13, 3500 Værløse"
"Kirke Værløsevej 31, st. tv, 3500 Værløse"
"Kollekollevej 6L, 1., 3500 Værløse"
"Munkevej 19, 3500 Værløse"
"Ryetvej 59, 2. mf, 3500 Værløse"
"Ryetvej 141, 1. tv, 3500 Værløse"
"Skovgårds Alle 5, 1. mf, 3500 Værløse"
"Skovløbervangen 40, 3500 Værløse"
"Sækkedamsvej 132, 3500 Værløse"
"Toftebo 2, 2. th, 3500 Værløse"
"Åsevej 10, 3500 Værløse"
"Enighedsvej 7, Hareskov, 3500 Værløse"
"Lærketoften 1, Hareskov, 3500 Værløse"
"Ravnekrogen 5, Hareskov, 3500 Værløse"
"Skovbovænget 57, Hareskov, 3500 Værløse"
"Tibberup Alle 52, Hareskov, 3500 Værløse"
"Bringebakken 10, Jonstrup, 3500 Værløse"
"Chr Hauchs Alle 16C, Jonstrup, 3500 Værløse"
"Dalsø Park 15B, 1., 3500 Værløse"
"Højgårdshaven 59, 3500 Værløse"
"Søhaven 2, 3500 Værløse"
"Bavnehøj Park 1, kl. 154, 3500 Værløse"
"Bavnestedet 21, 3500 Værløse"
"Bøgemosen 12, 3500 Værløse"
"Fiskebækvej 41, 3500 Værløse"
"Hejrebakken 41, 3500 Værløse"
"Højeloft Vænge 93, 3500 Værløse"
"Inavej 14, 3500 Værløse"
"Kirke Værløsevej 31, 1. th, 3500 Værløse"
"Kollekollevej 6M, 1., 3500 Værløse"
"Lille Værløsevej 94, 3500 Værløse"
"Munkevej 20, 3500 Værløse"
"Ryetvej 59, 2. th, 3500 Værløse"
"Ryetvej 141, 2. th, 3500 Værløse"
"Skovgårds Alle 5, 1. th, 3500 Værløse"
"Skovløbervangen 41, 3500 Værløse"
"Sækkedamsvej 133, 3500 Værløse"
"Toftebo 2, 2. tv, 3500 Værløse"
"Vesterbo 24, 3500 Værløse"
"Åsevej 11A, 3500 Værløse"
"Enighedsvej 8, Hareskov, 3500 Værløse"
"Lærketoften 3, Hareskov, 3500 Værløse"
"Skovbovænget 58, Hareskov, 3500 Værløse"
"Tibberup Alle 54, Hareskov, 3500 Værløse"
"Lille Værløsevej 96, 3500 Værløse"
"Bringebakken 11, Jonstrup, 3500 Værløse"
"Chr Hauchs Alle 16D, Jonstrup, 3500 Værløse"
"Dalsø Park 16, 3500 Værløse"
"Hasselhaven 1, 3500 Værløse"
"Søhaven 3, 3500 Værløse"
"Bavnehøj Park 1, kl. 155, 3500 Værløse"
"Bavnestedet 23, 3500 Værløse"
"Brådervej 3, 3500 Værløse"
"Bøgemosen 14, 3500 Værløse"
"Fiskebækvej 43, 3500 Værløse"
"Hejrebakken 42, 3500 Værløse"
"Højeloft Vænge 95, 3500 Værløse"
"Inavej 15, 3500 Værløse"
"Kirke Værløsevej 31, 1. tv, 3500 Værløse"
"Kollekollevej 7A, st., 3500 Værløse"
"Munkevej 21, 3500 Værløse"
"Ryetvej 59, 2. tv, 3500 Værløse"
"Ryetvej 141, 2. tv, 3500 Værløse"
"Skovgårds Alle 5, 1. tv, 3500 Værløse"
"Skovløbervangen 43, 3500 Værløse"
"Sækkedamsvej 134, 3500 Værløse"
"Toftebo 3, st. th, 3500 Værløse"
"Vesterbo 25, 3500 Værløse"
"Åsevej 11B, 3500 Værløse"
"Enighedsvej 10, Hareskov, 3500 Værløse"
"Lærketoften 4, Hareskov, 3500 Værløse"
"Skovbovænget 59, Hareskov, 3500 Værløse"
"Tibberup Alle 56, Hareskov, 3500 Værløse"
"Skovmose Alle 22, Hareskov, 3500 Værløse"
"Bringebakken 12, Jonstrup, 3500 Værløse"
"Chr Hauchs Alle 18A, Jonstrup, 3500 Værløse"
"Walgerholm 13, Jonstrup, 3500 Værløse"
"Dalsø Park 17A, st., 3500 Værløse"
"Hasselhaven 2, 3500 Værløse"
"Søhaven 4, 3500 Værløse"
"Bavnehøj Park 1, kl. 156, 3500 Værløse"
"Bavnestedet 25, 3500 Værløse"
"Brådervej 4, 3500 Værløse"
"Bøgemosen 16, 3500 Værløse"
"Fiskebækvej 44, 3500 Værløse"
"Hejrebakken 43, 3500 Værløse"
"Højeloft Vænge 96, 3500 Værløse"
"Inavej 16, 3500 Værløse"
"Kirke Værløsevej 31, 2. th, 3500 Værløse"
"Kollekollevej 7B, st., 3500 Værløse"
"Lille Værløsevej 98, 3500 Værløse"
"Munkevej 22, 3500 Værløse"
"Ryetvej 60, 3500 Værløse"
"Ryetvej 143, st. th, 3500 Værløse"
"Skovgårds Alle 5, 2. mf, 3500 Værløse"
"Skovløbervangen 44, 3500 Værløse"
"Sækkedamsvej 135, 3500 Værløse"
"Toftebo 3, st. tv, 3500 Værløse"
"Vesterbo 26, 3500 Værløse"
"Åsevej 13A, 3500 Værløse"
"Fjællebro 1, Hareskov, 3500 Værløse"
"Lærketoften 5, Hareskov, 3500 Værløse"
"Skovbovænget 60, Hareskov, 3500 Værløse"
"Tibberup Alle 58, Hareskov, 3500 Værløse"
"Bringebakken 13, Jonstrup, 3500 Værløse"
"Chr Hauchs Alle 18B, Jonstrup, 3500 Værløse"
"Dalsø Park 17B, 1., 3500 Værløse"
"Hasselhaven 3, 3500 Værløse"
"Søhaven 5, 3500 Værløse"
"Bavnehøj Park 1, st. 1, 3500 Værløse"
"Bavnestedet 27, 3500 Værløse"
"Brådervej 5, 3500 Værløse"
"Bøgevej 1, 3500 Værløse"
"Fiskebækvej 45, 3500 Værløse"
"Hejrebakken 44A, 3500 Værløse"
"Højeloft Vænge 97, 3500 Værløse"
"Inavej 17, 3500 Værløse"
"Kirke Værløsevej 31, 2. tv, 3500 Værløse"
"Kollekollevej 7C, st., 3500 Værløse"
"Lille Værløsevej 100, 3500 Værløse"
"Munkevej 23A, 3500 Værløse"
"Ryetvej 61, st. mf, 3500 Værløse"
"Ryetvej 143, st. tv, 3500 Værløse"
"Skovgårds Alle 5, 2. th, 3500 Værløse"
"Skovløbervangen 45, 3500 Værløse"
"Sækkedamsvej 136, 3500 Værløse"
"Toftebo 3, 1. th, 3500 Værløse"
"Vesterbo 27, 3500 Værløse"
"Åsevej 13B, 3500 Værløse"
"Fjællebro 3, Hareskov, 3500 Værløse"
"Lærketoften 6, Hareskov, 3500 Værløse"
"Skovbovænget 61, Hareskov, 3500 Værløse"
"Tibberup Alle 60, Hareskov, 3500 Værløse"
"Fjællebro 5, Hareskov, 3500 Værløse"
"Bringebakken 14, Jonstrup, 3500 Værløse"
"Chr Hauchs Alle 18C, Jonstrup, 3500 Værløse"
"Hasselhaven 4, 3500 Værløse"
"Poppelhaven 1, 3500 Værløse"
"Søhaven 6, 3500 Værløse"
"Bavnehøj Park 1, st. 2, 3500 Værløse"
"Bavnestedet 29, 3500 Værløse"
"Brådervej 7, 3500 Værløse"
"Bøgevej 2, 3500 Værløse"
"Fiskebækvej 46, 3500 Værløse"
"Hejrebakken 44B, 3500 Værløse"
"Højeloft Vænge 98, 3500 Værløse"
"Inavej 18, 3500 Værløse"
"Kirke Værløsevej 31, 3. th, 3500 Værløse"
"Kollekollevej 7D, 1., 3500 Værløse"
"Lille Værløsevej 102, 3500 Værløse"
"Munkevej 23B, 3500 Værløse"
"Ryetvej 61, st. th, 3500 Værløse"
"Ryetvej 143, 1. th, 3500 Værløse"
"Skovgårds Alle 5, 2. tv, 3500 Værløse"
"Skovløbervangen 46A, 3500 Værløse"
"Sækkedamsvej 137, 3500 Værløse"
"Toftebo 3, 1. tv, 3500 Værløse"
"Vesterbo 28, 3500 Værløse"
"Åsevej 14, 3500 Værløse"
"Ravnekrogen 10, Hareskov, 3500 Værløse"
"Skovbovænget 62, Hareskov, 3500 Værløse"
"Tibberup Alle 61, Hareskov, 3500 Værløse"
"Bringebakken 15, Jonstrup, 3500 Værløse"
"Chr Hauchs Alle 18D, Jonstrup, 3500 Værløse"
"Dalsø Park 19A, st., 3500 Værløse"
"Hasselhaven 5, 3500 Værløse"
"Poppelhaven 2, 3500 Værløse"
"Søhaven 7, 3500 Værløse"
"Bavnehøj Park 1, st. 3, 3500 Værløse"
"Bavnestedet 31, 3500 Værløse"
"Brådervej 9, 3500 Værløse"
"Bøgevej 3, 3500 Værløse"
