"Vesterhavsvej 2A, Nr Tvismark, 6792 Rømø"
"Havnebyvej 150, st., Kirkeby, 6792 Rømø"
"Havnebyvej 239B, Duhnby, 6792 Rømø"
"Havnebyvej 239, Duhnby, 6792 Rømø"
"Stormstræde 10, Havneby, 6792 Rømø"
"Nørre Frankel 1F, Havneby, 6792 Rømø"
"Nørre Frankel 1F, 1. tv, Havneby, 6792 Rømø"
"Nørre Frankel 1E, st., Havneby, 6792 Rømø"
"Nørre Frankel 1E, Havneby, 6792 Rømø"
"Nørre Frankel 1E, 1. tv, Havneby, 6792 Rømø"
"Nørre Frankel 1E, 2., Havneby, 6792 Rømø"
"Nørre Frankel 1E, 2. th, Havneby, 6792 Rømø"
"Nørre Frankel 1F, 2. th, Havneby, 6792 Rømø"
"Nørre Frankel 1E, 1., Havneby, 6792 Rømø"
"Nørre Frankel 1E, 1. th, Havneby, 6792 Rømø"
"Nørre Frankel 1E, 2. tv, Havneby, 6792 Rømø"
"Borrebjergvej 12, Østerhede, 6792 Rømø"
"Chresten Krommes Vej 2, Kromose, 6792 Rømø"
"Kromosevej 22C, Kromose, 6792 Rømø"
"Kromosevej 22D, Kromose, 6792 Rømø"
"Nordre Mole 2, 6792 Rømø"
"Østre Havnevej 27, Havneby, 6792 Rømø"
"Østre Havnevej 25, Havneby, 6792 Rømø"
"Flyndervej 1, st., Havneby, 6792 Rømø"
"Flyndervej 1, Havneby, 6792 Rømø"
"Flyndervej 1, 1., Havneby, 6792 Rømø"
"Slippen 1, Havneby, 6792 Rømø"
"Flyndervej 4, st., Havneby, 6792 Rømø"
"Flyndervej 4, 1. 2, Havneby, 6792 Rømø"
"Flyndervej 4, 1. 3, Havneby, 6792 Rømø"
"Flyndervej 4, 2., Havneby, 6792 Rømø"
"Flyndervej 4, 1. 4, Havneby, 6792 Rømø"
"Sønderby Huk 14, Havneby, 6792 Rømø"
"Sønderby Huk 25, Havneby, 6792 Rømø"
"Sønderby Huk 20, Havneby, 6792 Rømø"
"Råbjergvej 33, Kongsmark, 6792 Rømø"
"Havnebyvej 5, Nr Tvismark, 6792 Rømø"
"Vestergade 4, a, Havneby, 6792 Rømø"
"Vestergade 4, b, Havneby, 6792 Rømø"
"Vestergade 4, c, Havneby, 6792 Rømø"
"Vestergade 4, d, Havneby, 6792 Rømø"
"Vestergade 115A, Havneby, 6792 Rømø"
"Lakolk 136A, Lakolk, 6792 Rømø"
"Ivigtut 2, Tvismark, 6792 Rømø"
"Havnebyvej 201, 1. 15, Mølby, 6792 Rømø"
"Havnebyvej 201, 1. 18, Mølby, 6792 Rømø"
"Vestergade 145A, Havneby, 6792 Rømø"
"Gøgevej 1, Bolilmark, 6792 Rømø"
"Gertrud Rasksvej 19, Kongsmark, 6792 Rømø"
"Nørre Frankel 17, Havneby, 6792 Rømø"
"Kromosevej 9, Kromose, 6792 Rømø"
"Lakolk 205, Lakolk, 6792 Rømø"
"Lakolk 211, Lakolk, 6792 Rømø"
"Sildestræde 15, Havneby, 6792 Rømø"
"Sildestræde 19, Havneby, 6792 Rømø"
"Lyngvejen 72, Havneby, 6792 Rømø"
"Østerhedevej 23, Østerhede, 6792 Rømø"
"Gl Færgevej 14, Kongsmark, 6792 Rømø"
"Vagtelvej 10, Landsende, 6792 Rømø"
"Lyngvejen 87, Havneby, 6792 Rømø"
"Lakolk 322, Lakolk, 6792 Rømø"
"Sælstræde 17, Havneby, 6792 Rømø"
"Sælstræde 23, Havneby, 6792 Rømø"
"Fyrvej 10, Bolilmark, 6792 Rømø"
"Lakolk 40, Lakolk, 6792 Rømø"
"Skovskaden 19, Landsende, 6792 Rømø"
"Grammarkvej 13, Kirkeby, 6792 Rømø"
"Granvej 3, Bolilmark, 6792 Rømø"
"Rævlingevej 4, Bolilmark, 6792 Rømø"
"Klitrosevej 10, Havneby, 6792 Rømø"
"Klokkelyngvej 44, Havneby, 6792 Rømø"
"Lyngvejen 44A, Havneby, 6792 Rømø"
"Lakolk Butikscenter 25, Lakolk, 6792 Rømø"
"Sønderby Huk 6, Havneby, 6792 Rømø"
"Havnepladsen 4, Havneby, 6792 Rømø"
"Elmegårdsvej 5, Kromose, 6792 Rømø"
"Pebbesvej 2, Kongsmark, 6792 Rømø"
"Vestergade 317, Havneby, 6792 Rømø"
"Flyndervej 4, 1., Havneby, 6792 Rømø"
"Prilen 26, Kongsmark, 6792 Rømø"
"Gl Skinnevej 3, Tvismark, 6792 Rømø"
"Pebbesvej 10, Kongsmark, 6792 Rømø"
"Prilen 8, Kongsmark, 6792 Rømø"
"Prilen 8A, Kongsmark, 6792 Rømø"
"Vestergårdsvænget 11, Langdal, 6792 Rømø"
"Lyngvejen 12, Duhnby, 6792 Rømø"
"Vestergårdsvænget 3, Langdal, 6792 Rømø"
"Vestergårdsvænget 15, 6792 Rømø"
"Vestergårdsvænget 7, Langdal, 6792 Rømø"
"Vestergårdsvænget 9, Langdal, 6792 Rømø"
"Vestergårdsvænget 10, Langdal, 6792 Rømø"
"Havnebyvej 77, Kongsmark, 6792 Rømø"
"Laues Vej 1, Kongsmark, 6792 Rømø"
"Sønderby Huk 16, Havneby, 6792 Rømø"
"Sønderby Huk 18, Havneby, 6792 Rømø"
"Ringvejen 1, Bolilmark, 6792 Rømø"
"Vestergade 2, tv, Havneby, 6792 Rømø"
"Vestergade 2, th, Havneby, 6792 Rømø"
"Vestergårdsvænget 12, Langdal, 6792 Rømø"
"Nordre Havnevej 6, Havneby, 6792 Rømø"
"Nordre Havnevej 2, Havneby, 6792 Rømø"
"Vestergårdsvænget 13, 6792 Rømø"
"Sønderbyvej 4, Sønderby, 6792 Rømø"
"Laues Vej 40, Kongsmark, 6792 Rømø"
"Laues Vej 16, Kongsmark, 6792 Rømø"
"Laues Vej 41, Kongsmark, 6792 Rømø"
"Laues Vej 50, Kongsmark, 6792 Rømø"
"Laues Vej 52, Kongsmark, 6792 Rømø"
"Laues Vej 49, Kongsmark, 6792 Rømø"
"Laues Vej 10, Kongsmark, 6792 Rømø"
"Laues Vej 9, Kongsmark, 6792 Rømø"
"Laues Vej 13, Kongsmark, 6792 Rømø"
"Laues Vej 11, Kongsmark, 6792 Rømø"
"Laues Vej 14, Kongsmark, 6792 Rømø"
"Laues Vej 12, Kongsmark, 6792 Rømø"
"Laues Vej 8, Kongsmark, 6792 Rømø"
"Laues Vej 7, Kongsmark, 6792 Rømø"
"Laues Vej 6, Kongsmark, 6792 Rømø"
"Laues Vej 5, Kongsmark, 6792 Rømø"
"Laues Vej 4, Kongsmark, 6792 Rømø"
"Laues Vej 3, Kongsmark, 6792 Rømø"
"Laues Vej 2, Kongsmark, 6792 Rømø"
"Laues Vej 1, Kongsmark, 6792 Rømø"
"Laues Vej 25, Kongsmark, 6792 Rømø"
"Laues Vej 37, Kongsmark, 6792 Rømø"
"Laues Vej 26, Kongsmark, 6792 Rømø"
"Laues Vej 27, Kongsmark, 6792 Rømø"
"Laues Vej 30, Kongsmark, 6792 Rømø"
"Laues Vej 29, Kongsmark, 6792 Rømø"
"Laues Vej 32, Kongsmark, 6792 Rømø"
"Laues Vej 31, Kongsmark, 6792 Rømø"
"Laues Vej 28, Kongsmark, 6792 Rømø"
"Laues Vej 33, Kongsmark, 6792 Rømø"
"Laues Vej 36, Kongsmark, 6792 Rømø"
"Laues Vej 35, Kongsmark, 6792 Rømø"
"Laues Vej 38, Kongsmark, 6792 Rømø"
"Laues Vej 34, Kongsmark, 6792 Rømø"
"Småfolksvej 8, Kongsmark, 6792 Rømø"
"Havnebyvej 205, st. tv, Mølby, 6792 Rømø"
"Laues Vej 39, Kongsmark, 6792 Rømø"
"Laues Vej 44, Kongsmark, 6792 Rømø"
"Laues Vej 43, Kongsmark, 6792 Rømø"
"Laues Vej 45, Kongsmark, 6792 Rømø"
"Laues Vej 47, Kongsmark, 6792 Rømø"
"Laues Vej 46, Kongsmark, 6792 Rømø"
"Laues Vej 48, Kongsmark, 6792 Rømø"
"Laues Vej 54, Kongsmark, 6792 Rømø"
"Gl Skolevej 1, Kongsmark, 6792 Rømø"
"Lejrbjergvej 3, Vråby, 6792 Rømø"
"J Tagholmsvej 29B, Kromose, 6792 Rømø"
"Vestergade 339, Havneby, 6792 Rømø"
"Hollænderstrædet 32, Havneby, 6792 Rømø"
"Hollænderstrædet 39, Havneby, 6792 Rømø"
"Hollænderstrædet 51, Havneby, 6792 Rømø"
"Hollænderstrædet 40, Havneby, 6792 Rømø"
"Hollænderstrædet 42, Havneby, 6792 Rømø"
"Vestergade 357, Havneby, 6792 Rømø"
"Stormengevej 6, Landsende, 6792 Rømø"
"Vestergade 349, Havneby, 6792 Rømø"
"Vestergade 351, Havneby, 6792 Rømø"
"Vestergade 345, Havneby, 6792 Rømø"
"Vestergade 347, Havneby, 6792 Rømø"
"Vestergade 331, Havneby, 6792 Rømø"
"Vestergade 329, Havneby, 6792 Rømø"
"Vestergade 327, Havneby, 6792 Rømø"
"Vestergade 325, Havneby, 6792 Rømø"
"Sælstræde 18, Havneby, 6792 Rømø"
"Sælstræde 7, Havneby, 6792 Rømø"
"Vråbyvej 1A, 6792 Rømø"
"Vestergårdsvænget 16, 6792 Rømø"
"Vestergårdsvænget 5, Langdal, 6792 Rømø"
"Vestergårdsvænget 4, Langdal, 6792 Rømø"
"Håndværkervej 26, Havneby, 6792 Rømø"
"Havnebyvej 237B, Duhnby, 6792 Rømø"
"Vestergårdsvænget 8, Langdal, 6792 Rømø"
"Håndværkervej 28, Havneby, 6792 Rømø"
"Lyngvejen 56, Havneby, 6792 Rømø"
"Lyngvejen 64, Havneby, 6792 Rømø"
"Chresten Krommes Vej 9, Østerhede, 6792 Rømø"
"A Hveyselsvej 28, Vråby, 6792 Rømø"
"Chresten Krommes Vej 14, Østerhede, 6792 Rømø"
"Chresten Krommes Vej 10, Kromose, 6792 Rømø"
"Chresten Krommes Vej 7, Østerhede, 6792 Rømø"
"Chresten Krommes Vej 4, Kromose, 6792 Rømø"
"Chresten Krommes Vej 8, Kromose, 6792 Rømø"
"Chresten Krommes Vej 5, Kromose, 6792 Rømø"
"Chresten Krommes Vej 3, Kromose, 6792 Rømø"
"J Tagholmsvej 21, Kromose, 6792 Rømø"
"J Tagholmsvej 29A, Kromose, 6792 Rømø"
"Chresten Krommes Vej 34, Kromose, 6792 Rømø"
"J Tagholmsvej 5, Kromose, 6792 Rømø"
"J Tagholmsvej 2, Kromose, 6792 Rømø"
"J Tagholmsvej 2, 1., Kromose, 6792 Rømø"
"Bodser Pedersensvej 6, Kromose, 6792 Rømø"
"A M Listsvej 7, Kromose, 6792 Rømø"
"Havnebyvej 117, Kongsmark, 6792 Rømø"
"Råbjergvej 53A, Tvismark, 6792 Rømø"
"Råbjergvej 53A, st., Tvismark, 6792 Rømø"
"Råbjergvej 51, Tvismark, 6792 Rømø"
"Råbjergvej 66, Tvismark, 6792 Rømø"
"Juvrevej 3, Nr Tvismark, 6792 Rømø"
"Juvrevej 6, Nr Tvismark, 6792 Rømø"
"Vestervej 50, Juvre, 6792 Rømø"
"Ringvejen 133A, Bolilmark, 6792 Rømø"
"Ringvejen 33, Bolilmark, 6792 Rømø"
"Vestervej 32, Toftum, 6792 Rømø"
"Nordre Havnevej 1A, Havneby, 6792 Rømø"
"Havnebyvej 60, Kongsmark, 6792 Rømø"
"Prilen 1, Kongsmark, 6792 Rømø"
"Prilen 3B, Kongsmark, 6792 Rømø"
"Klitrosevej 1A, Havneby, 6792 Rømø"
"Vestergade 11A, Havneby, 6792 Rømø"
"Chresten Krommes Vej 6, Kromose, 6792 Rømø"
"C.H. Schramms Vej 1, Kromose, 6792 Rømø"
"C.H. Schramms Vej 2, Kromose, 6792 Rømø"
"C.H. Schramms Vej 3, Kromose, 6792 Rømø"
"C.H. Schramms Vej 4, Kromose, 6792 Rømø"
"C.H. Schramms Vej 5, Kromose, 6792 Rømø"
"C.H. Schramms Vej 6, Kromose, 6792 Rømø"
"C.H. Schramms Vej 7, Kromose, 6792 Rømø"
"C.H. Schramms Vej 8, Kromose, 6792 Rømø"
"C.H. Schramms Vej 9, Kromose, 6792 Rømø"
"C.H. Schramms Vej 10, Kromose, 6792 Rømø"
"C.H. Schramms Vej 11, Kromose, 6792 Rømø"
"C.H. Schramms Vej 12, Kromose, 6792 Rømø"
"C.H. Schramms Vej 13, Kromose, 6792 Rømø"
"Hattesvej 15, Tvismark, 6792 Rømø"
"Hattesvej 17, Tvismark, 6792 Rømø"
"Borrebjergvej 5, Østerhede, 6792 Rømø"
"J Tagholmsvej 20A, Kromose, 6792 Rømø"
"Lakolk 74A, Lakolk, 6792 Rømø"
"J Tagholmsvej 1, Kromose, 6792 Rømø"
"Kromosevej 18, Kromose, 6792 Rømø"
"Sønderby Huk 10, Havneby, 6792 Rømø"
"Sønderby Huk 12, Havneby, 6792 Rømø"
"Langlivej 8A, Lakolk, 6792 Rømø"
"J Tagholmsvej 1B, Kromose, 6792 Rømø"
"Juvrevej 88, Juvre, 6792 Rømø"
"C.L. Møllersvej 4, Toftum, 6792 Rømø"
"C.L. Møllersvej 6, Toftum, 6792 Rømø"
"C.L. Møllersvej 2, Toftum, 6792 Rømø"
"C.L. Møllersvej 5, Toftum, 6792 Rømø"
"C.L. Møllersvej 1, Toftum, 6792 Rømø"
"C.L. Møllersvej 3, Toftum, 6792 Rømø"
"C.L. Møllersvej 34, Toftum, 6792 Rømø"
"Laues Vej 15, Kongsmark, 6792 Rømø"
"Laues Vej 22, Kongsmark, 6792 Rømø"
"Laues Vej 24, Kongsmark, 6792 Rømø"
"Laues Vej 18, Kongsmark, 6792 Rømø"
"Laues Vej 20, Kongsmark, 6792 Rømø"
"Laues Vej 19, Kongsmark, 6792 Rømø"
"Laues Vej 23, Kongsmark, 6792 Rømø"
"Laues Vej 21, Kongsmark, 6792 Rømø"
"A M Listsvej 4, Kromose, 6792 Rømø"
"Stormkaj 2, Havneby, 6792 Rømø"
"A M Listsvej 4, st., Kromose, 6792 Rømø"
"Ringvejen 40, Bolilmark, 6792 Rømø"
"Havnebyvej 98, Kongsmark, 6792 Rømø"
"Lakolk 134, Lakolk, 6792 Rømø"
"Vestervej 11, Toftum, 6792 Rømø"
"Lakolk 244, Lakolk, 6792 Rømø"
"Lyngvejen 51, Havneby, 6792 Rømø"
"Småfolksvej 21, Kongsmark, 6792 Rømø"
"Blåbærvej 26, Bolilmark, 6792 Rømø"
"Elmegårdsvej 3, Kromose, 6792 Rømø"
"Lakolk 106, Lakolk, 6792 Rømø"
"Lakolk 106, st., Lakolk, 6792 Rømø"
"Småfolksvej 64, Kongsmark, 6792 Rømø"
"Strandskaden 15, Sønderstrand, 6792 Rømø"
"Småfolksvej 64, st., Kongsmark, 6792 Rømø"
"Vestergårdsvænget 14, 6792 Rømø"
"Sneppen 6, Landsende, 6792 Rømø"
"Lakolk 77, Lakolk, 6792 Rømø"
"P S Carlsvej 21, Kromose, 6792 Rømø"
"Lakolk Butikscenter 15, Lakolk, 6792 Rømø"
"Lakolk 77, st., Lakolk, 6792 Rømø"
"Lakolk 75, Lakolk, 6792 Rømø"
"Lakolk 88, Lakolk, 6792 Rømø"
"Lakolk 115C, Lakolk, 6792 Rømø"
"Lakolk 75, st. a, Lakolk, 6792 Rømø"
"Lakolk 75, st., Lakolk, 6792 Rømø"
"Hattesvej 10, Tvismark, 6792 Rømø"
"Julianehåb 21, Kongsmark, 6792 Rømø"
"Vesterhavsvej 1, Nr Tvismark, 6792 Rømø"
"Laues Vej 17, Kongsmark, 6792 Rømø"
"Thadesvej 13A, Toftum, 6792 Rømø"
"Havnebyvej 205, Mølby, 6792 Rømø"
"C.L. Møllersvej 34, Toftum, 6792 Rømø"
"Nørre Frankel 1A, st., Havneby, 6792 Rømø"
"Flyndervej 8, Havneby, 6792 Rømø"
"Håndværkervej 25, Havneby, 6792 Rømø"
"Lakolk 1, Lakolk, 6792 Rømø"
"Lakolk 3, Lakolk, 6792 Rømø"
"Nørre Frankel 3, Havneby, 6792 Rømø"
"Nørre Frankel 5, Havneby, 6792 Rømø"
"Skansen 3, Havneby, 6792 Rømø"
"Sønderstrandvej 6A, Landsende, 6792 Rømø"
"Sønderstrandvej 6B, Landsende, 6792 Rømø"
"Thulevej 7, Kongsmark, 6792 Rømø"
"Nørre Frankel 1K, Havneby, 6792 Rømø"
"Nørre Frankel 1D, st., Havneby, 6792 Rømø"
"Nørre Frankel 1B, 1., Havneby, 6792 Rømø"
"Nordre Havnevej 10, Havneby, 6792 Rømø"
"Nordre Havnevej 22, Havneby, 6792 Rømø"
"Nordre Havnevej 54, Havneby, 6792 Rømø"
"Nordre Havnevej 58, Havneby, 6792 Rømø"
"Nordre Havnevej 66, Havneby, 6792 Rømø"
"Laues Vej 42, Kongsmark, 6792 Rømø"
"Nørre Frankel 1A, 1., Havneby, 6792 Rømø"
"Nørre Frankel 1D, 1., Havneby, 6792 Rømø"
"Flyndervej 6, Havneby, 6792 Rømø"
"Nørre Frankel 1B, st., Havneby, 6792 Rømø"
"Nørre Frankel 1G, 1., Havneby, 6792 Rømø"
"Nørre Frankel 1H, Havneby, 6792 Rømø"
"Nørre Frankel 1C, Havneby, 6792 Rømø"
"Kilebryggen 12, 1., Havneby, 6792 Rømø"
"Nørre Frankel 1G, Havneby, 6792 Rømø"
"Nørre Frankel 1B, Havneby, 6792 Rømø"
"Nørre Frankel 1D, Havneby, 6792 Rømø"
"Skansen 3, st., Havneby, 6792 Rømø"
"Nørre Frankel 1A, Havneby, 6792 Rømø"
"Nørre Frankel 1C, 1., Havneby, 6792 Rømø"
"Skansen 3, 1., Havneby, 6792 Rømø"
"Nørre Frankel 1A, 2., Havneby, 6792 Rømø"
