"Trelleborggade 95, Høje Taastrup, 2630 Taastrup"
"Trelleborggade 99, Høje Taastrup, 2630 Taastrup"
"Trelleborggade 101, Høje Taastrup, 2630 Taastrup"
"Trelleborggade 97, Høje Taastrup, 2630 Taastrup"
"Trelleborggade 107, Høje Taastrup, 2630 Taastrup"
"Trelleborggade 103, Høje Taastrup, 2630 Taastrup"
"Trelleborggade 105, Høje Taastrup, 2630 Taastrup"
"Trelleborggade 109, Høje Taastrup, 2630 Taastrup"
"Trelleborggade 111, Høje Taastrup, 2630 Taastrup"
"Trelleborggade 113, Høje Taastrup, 2630 Taastrup"
"Trelleborggade 115, Høje Taastrup, 2630 Taastrup"
"Trelleborggade 117, Høje Taastrup, 2630 Taastrup"
"Trelleborggade 119, Høje Taastrup, 2630 Taastrup"
"Trelleborggade 121, Høje Taastrup, 2630 Taastrup"
"Trelleborggade 123, Høje Taastrup, 2630 Taastrup"
"Trelleborggade 125, Høje Taastrup, 2630 Taastrup"
"Trelleborggade 127, Høje Taastrup, 2630 Taastrup"
"Trelleborggade 129, Høje Taastrup, 2630 Taastrup"
"Trelleborggade 131, Høje Taastrup, 2630 Taastrup"
"Trelleborggade 133, Høje Taastrup, 2630 Taastrup"
"Trelleborggade 93, Høje Taastrup, 2630 Taastrup"
"Trelleborggade 135, Høje Taastrup, 2630 Taastrup"
"Trelleborggade 137, Høje Taastrup, 2630 Taastrup"
"Trelleborggade 139, Høje Taastrup, 2630 Taastrup"
"Trelleborggade 141, Høje Taastrup, 2630 Taastrup"
"Trelleborggade 143, Høje Taastrup, 2630 Taastrup"
"Trelleborggade 145, Høje Taastrup, 2630 Taastrup"
"Taastrupgårdsvej 111, 3. th, 2630 Taastrup"
"Taastrupgårdsvej 171, 3. mf, 2630 Taastrup"
"Taastrupgårdsvej 229, 2. th, 2630 Taastrup"
"Vesterby Alle 8, st. th, Høje Taastrup, 2630 Taastrup"
"Øksen 3, 2. 31, Høje Taastrup, 2630 Taastrup"
"Øksen 29, st. 291, Høje Taastrup, 2630 Taastrup"
"Østerparken 18, st. th, 2630 Taastrup"
"Baunevej 48, 2630 Taastrup"
"Berings Gade 30, 1. th, Høje Taastrup, 2630 Taastrup"
"Bogfinkevej 31, 2630 Taastrup"
"Brorsonsvej 24, 2630 Taastrup"
"Bynkehaven 20, Høje Taastrup, 2630 Taastrup"
"Drosselvej 15, 2630 Taastrup"
"Egevangshusene 371, 2630 Taastrup"
"Sankt Olavs Alle 68, 2630 Taastrup"
"Grøndals Vænge 26, 2630 Taastrup"
"Gærdesangervej 6, 2630 Taastrup"
"Hammeren 31, 3. 189, Høje Taastrup, 2630 Taastrup"
"Hindbærhegnet 10, Høje Taastrup, 2630 Taastrup"
"Humlehegnet 14, Høje Taastrup, 2630 Taastrup"
"Høje Taastrup Vej 28B, 2630 Taastrup"
"Højgårdstoften 271, 2630 Taastrup"
"Ibsensvej 45, 2630 Taastrup"
"Jernbane Alle 1, 2630 Taastrup"
"Kingosvej 30, 1. mf, 2630 Taastrup"
"Kingosvej 58, 2. th, 2630 Taastrup"
"Klintehaven 19, Høje Taastrup, 2630 Taastrup"
"Kuldyssen 1, 2630 Taastrup"
"Taastrup Hovedgade 81, st., 2630 Taastrup"
"Landsbygaden 54, Sengeløse, 2630 Taastrup"
"Lindebo 9, 1. 53, 2630 Taastrup"
"Lindevangshusene 18, 2. tv, 2630 Taastrup"
"Lindevangshusene 82, 2. th, 2630 Taastrup"
"Ludvig Hegners Alle 11, 2630 Taastrup"
"Løvtoften 18, 2630 Taastrup"
"Morelhaven 47, Høje Taastrup, 2630 Taastrup"
"Murskeen 18, st. 671, Høje Taastrup, 2630 Taastrup"
"Niebuhr Gade 25, 1. tv, Høje Taastrup, 2630 Taastrup"
"Parkvej 17F, 2630 Taastrup"
"Parkvej 62, 1. th, 2630 Taastrup"
"Parkvej 123, 2. tv, 2630 Taastrup"
"Piletoften 8, 2630 Taastrup"
"Pælestykkerne 36, 1. th, 2630 Taastrup"
"Rosenhegnet 8, Høje Taastrup, 2630 Taastrup"
"Røjlehaven 20, 2630 Taastrup"
"Rønnevangshusene 104, 2630 Taastrup"
"Saven C 3, 1. 4, Høje Taastrup, 2630 Taastrup"
"Skagensgade 37, Høje Taastrup, 2630 Taastrup"
"Sognevangen 13, Sengeløse, 2630 Taastrup"
"Spaden D 4, st. 2, Høje Taastrup, 2630 Taastrup"
"Strongvej 60, 2630 Taastrup"
"Sylen 13, st. 282, Høje Taastrup, 2630 Taastrup"
"Syrenhegnet 56, Høje Taastrup, 2630 Taastrup"
"Søndertoften 134, 2630 Taastrup"
"Taastrup Have 6, 1. tv, 2630 Taastrup"
"Taastrup Have 40, 1. th, 2630 Taastrup"
"Taastrupgårdsvej 111, 3. tv, 2630 Taastrup"
"Taastrupgårdsvej 171, 3. th, 2630 Taastrup"
"Taastrupgårdsvej 229, 2. tv, 2630 Taastrup"
"Vesterby Alle 8, st. tv, Høje Taastrup, 2630 Taastrup"
"Øksen 3, 2. 32, Høje Taastrup, 2630 Taastrup"
"Øksen 29, st. 292, Høje Taastrup, 2630 Taastrup"
"Østerparken 18, st. tv, 2630 Taastrup"
"Baunevej 49, 2630 Taastrup"
"Berings Gade 30, 1. tv, Høje Taastrup, 2630 Taastrup"
"Bogfinkevej 32, 2630 Taastrup"
"Brorsonsvej 25, 2630 Taastrup"
"Bynkehaven 22, Høje Taastrup, 2630 Taastrup"
"Drosselvej 16, 2630 Taastrup"
"Egevangshusene 373, 2630 Taastrup"
"Grøndals Vænge 27, 2630 Taastrup"
"Gærdesangervej 7, 2630 Taastrup"
"Hammeren 31, 4. 190, Høje Taastrup, 2630 Taastrup"
"Hindbærhegnet 12, Høje Taastrup, 2630 Taastrup"
"Høje Taastrup Vej 30, 2630 Taastrup"
"Højgårdstoften 272, 2630 Taastrup"
"Ibsensvej 46, 2630 Taastrup"
"Jernbane Alle 3, 2630 Taastrup"
"Kingosvej 30, 1. th, 2630 Taastrup"
"Kingosvej 58, 2. tv, 2630 Taastrup"
"Klintehaven 21, Høje Taastrup, 2630 Taastrup"
"Kuldyssen 3, 2630 Taastrup"
"Taastrup Hovedgade 81, 1., 2630 Taastrup"
"Landsbygaden 56, Sengeløse, 2630 Taastrup"
"Lindebo 9, 1. 54, 2630 Taastrup"
"Lindevangshusene 20, st. th, 2630 Taastrup"
"Lindevangshusene 82, 2. tv, 2630 Taastrup"
"Ludvig Hegners Alle 12, 2630 Taastrup"
"Løvtoften 19, 2630 Taastrup"
"Morelhaven 48, Høje Taastrup, 2630 Taastrup"
"Murskeen 18, st. 672, Høje Taastrup, 2630 Taastrup"
"Niebuhr Gade 25, 2. th, Høje Taastrup, 2630 Taastrup"
"Parkvej 17K, 2630 Taastrup"
"Parkvej 62, 1. tv, 2630 Taastrup"
"Parkvej 123, 3. th, 2630 Taastrup"
"Piletoften 9, 2630 Taastrup"
"Pælestykkerne 36, 1. tv, 2630 Taastrup"
"Røjlehaven 21, 2630 Taastrup"
"Rønnevangshusene 106, 2630 Taastrup"
"Sankt Olavs Alle 70, 2630 Taastrup"
"Saven C 3, 2. 1, Høje Taastrup, 2630 Taastrup"
"Skagensgade 38, Høje Taastrup, 2630 Taastrup"
"Sognevangen 14, Sengeløse, 2630 Taastrup"
"Spaden D 4, st. 3, Høje Taastrup, 2630 Taastrup"
"Strongvej 62, 2630 Taastrup"
"Sylen 13, st. 283, Høje Taastrup, 2630 Taastrup"
"Syrenhegnet 58, Høje Taastrup, 2630 Taastrup"
"Søndertoften 135, 2630 Taastrup"
"Taastrup Have 6, 2. th, 2630 Taastrup"
"Taastrup Have 40, 1. tv, 2630 Taastrup"
"Taastrupgårdsvej 113, 1. th, 2630 Taastrup"
"Taastrupgårdsvej 171, 3. tv, 2630 Taastrup"
"Taastrupgårdsvej 229, 3. mf, 2630 Taastrup"
"Vesterby Alle 8, 1. th, Høje Taastrup, 2630 Taastrup"
"Øksen 3, 2. 33, Høje Taastrup, 2630 Taastrup"
"Øksen 29, 1. 293, Høje Taastrup, 2630 Taastrup"
"Berings Gade 30, 2. th, Høje Taastrup, 2630 Taastrup"
"Bogfinkevej 33, 2630 Taastrup"
"Brorsonsvej 26, 2630 Taastrup"
"Bynkehaven 24, Høje Taastrup, 2630 Taastrup"
"Egevangshusene 375, 2630 Taastrup"
"Grøndals Vænge 32, 2630 Taastrup"
"Gærdesangervej 8, 2630 Taastrup"
"Hammeren 31, 4. 191, Høje Taastrup, 2630 Taastrup"
"Hindbærhegnet 14, Høje Taastrup, 2630 Taastrup"
"Humlehegnet 15, st. tv, Høje Taastrup, 2630 Taastrup"
"Højgårdstoften 12, 2630 Taastrup"
"Højgårdstoften 273, 2630 Taastrup"
"Ibsensvej 47, 2630 Taastrup"
"Jernbane Alle 4C, 2630 Taastrup"
"Kingosvej 30, 1. tv, 2630 Taastrup"
"Kingosvej 59, st. mf, 2630 Taastrup"
"Klintehaven 23, Høje Taastrup, 2630 Taastrup"
"Kuldyssen 7, 2630 Taastrup"
"Taastrup Hovedgade 82, st. 1, 2630 Taastrup"
"Lindebo 9, 1. 55, 2630 Taastrup"
"Lindevangshusene 20, st. tv, 2630 Taastrup"
"Lindevangshusene 84, st. th, 2630 Taastrup"
"Ludvig Hegners Alle 13, 2630 Taastrup"
"Løvtoften 20, 2630 Taastrup"
"Morelhaven 49, Høje Taastrup, 2630 Taastrup"
"Murskeen 18, 1. 673, Høje Taastrup, 2630 Taastrup"
"Niebuhr Gade 25, 2. tv, Høje Taastrup, 2630 Taastrup"
"Parkvej 18A, 2630 Taastrup"
"Parkvej 62, 2. th, 2630 Taastrup"
"Parkvej 123, 3. tv, 2630 Taastrup"
"Piletoften 10, 2630 Taastrup"
"Pælestykkerne 36, 2. th, 2630 Taastrup"
"Rosenhegnet 10, Høje Taastrup, 2630 Taastrup"
"Røjlehaven 22, 2630 Taastrup"
"Sankt Olavs Alle 72, 2630 Taastrup"
"Saven C 3, 2. 2, Høje Taastrup, 2630 Taastrup"
"Skagensgade 39, 1., Høje Taastrup, 2630 Taastrup"
"Sognevangen 16, Sengeløse, 2630 Taastrup"
"Spaden D 4, st. 4, Høje Taastrup, 2630 Taastrup"
"Struergade 1, Høje Taastrup, 2630 Taastrup"
"Sylen 13, 1. 284, Høje Taastrup, 2630 Taastrup"
"Syrenhegnet 60, Høje Taastrup, 2630 Taastrup"
"Søndertoften 136, 2630 Taastrup"
"Tranebjerget 1, 2630 Taastrup"
"Taastrup Have 6, 2. tv, 2630 Taastrup"
"Taastrup Have 40, 2. mf, 2630 Taastrup"
"Taastrupgårdsvej 113, 1. tv, 2630 Taastrup"
"Taastrupgårdsvej 173, 1. mf, 2630 Taastrup"
"Taastrupgårdsvej 229, 3. th, 2630 Taastrup"
"Vesterby Alle 8, 1. tv, Høje Taastrup, 2630 Taastrup"
"Øksen 3, 3. 34, Høje Taastrup, 2630 Taastrup"
"Øksen 29, 1. 294, Høje Taastrup, 2630 Taastrup"
"Østerparken 18, 1. tv, 2630 Taastrup"
"Baunevej 51, 2630 Taastrup"
"Berings Gade 30, 2. tv, Høje Taastrup, 2630 Taastrup"
"Bogfinkevej 35, 2630 Taastrup"
"Bynkehaven 26, Høje Taastrup, 2630 Taastrup"
"Egevangshusene 377, 2630 Taastrup"
"Grøndals Vænge 33, 2630 Taastrup"
"Gærdesangervej 9, 2630 Taastrup"
"Hammeren 31, 4. 192, Høje Taastrup, 2630 Taastrup"
"Hindbærhegnet 16, Høje Taastrup, 2630 Taastrup"
"Humlehegnet 15, 1. mf, Høje Taastrup, 2630 Taastrup"
"Højgårdstoften 14, 2630 Taastrup"
"Højgårdstoften 274, 2630 Taastrup"
"Ibsensvej 48, 2630 Taastrup"
"Jernbane Alle 5, 2630 Taastrup"
"Kingosvej 30, 2. mf, 2630 Taastrup"
"Kingosvej 59, st. th, 2630 Taastrup"
"Klintehaven 25, Høje Taastrup, 2630 Taastrup"
"Kuldyssen 9, 2630 Taastrup"
"Taastrup Hovedgade 82, st. 2, 2630 Taastrup"
"Landsbygaden 60, Sengeløse, 2630 Taastrup"
"Lindebo 9, 1. 56, 2630 Taastrup"
"Lindevangshusene 20, 1. th, 2630 Taastrup"
"Lindevangshusene 84, st. tv, 2630 Taastrup"
"Ludvig Hegners Alle 14, 2630 Taastrup"
"Løvtoften 21, 2630 Taastrup"
"Morelhaven 50, Høje Taastrup, 2630 Taastrup"
"Murskeen 18, 1. 674, Høje Taastrup, 2630 Taastrup"
"Niebuhr Gade 27, st. th, Høje Taastrup, 2630 Taastrup"
"Parkvej 18B, 2630 Taastrup"
"Parkvej 62, 2. tv, 2630 Taastrup"
"Parkvej 125, st. th, 2630 Taastrup"
"Piletoften 11, 2630 Taastrup"
"Pælestykkerne 36, 2. tv, 2630 Taastrup"
"Røjlehaven 23, 2630 Taastrup"
"Sankt Ibs Alle 1, 2630 Taastrup"
"Sankt Olavs Alle 74, 2630 Taastrup"
"Saven C 3, 2. 3, Høje Taastrup, 2630 Taastrup"
"Skagensgade 39, 2., Høje Taastrup, 2630 Taastrup"
"Sognevangen 18, Sengeløse, 2630 Taastrup"
"Spaden D 4, 1. 1, Høje Taastrup, 2630 Taastrup"
"Struergade 3, Høje Taastrup, 2630 Taastrup"
"Sylen 13, 1. 285, Høje Taastrup, 2630 Taastrup"
"Syrenhegnet 62, Høje Taastrup, 2630 Taastrup"
"Søndertoften 137, 2630 Taastrup"
"Tranebjerget 2, 2630 Taastrup"
"Taastrup Have 7, st. mf, 2630 Taastrup"
"Taastrup Have 40, 2. th, 2630 Taastrup"
"Taastrupgårdsvej 113, 2. mf, 2630 Taastrup"
"Taastrupgårdsvej 173, 1. th, 2630 Taastrup"
"Taastrupgårdsvej 229, 3. tv, 2630 Taastrup"
"Vesterby Alle 8, 2. th, Høje Taastrup, 2630 Taastrup"
"Øksen 3, 3. 35, Høje Taastrup, 2630 Taastrup"
"Øksen 29, 2. 295, Høje Taastrup, 2630 Taastrup"
"Østerparken 19, 2630 Taastrup"
"Baunevej 52, 2630 Taastrup"
"Berings Gade 32, st. th, Høje Taastrup, 2630 Taastrup"
"Bogfinkevej 37, 2630 Taastrup"
"Bynkehaven 28, Høje Taastrup, 2630 Taastrup"
"Egevangshusene 379, 2630 Taastrup"
"Grøndals Vænge 34, 2630 Taastrup"
"Gærdesangervej 10, 2630 Taastrup"
"Hammeren 31, 4. 193, Høje Taastrup, 2630 Taastrup"
"Holmemarksvej 1, Sengeløse, 2630 Taastrup"
"Humlehegnet 15, 1. th, Høje Taastrup, 2630 Taastrup"
"Højgårdstoften 16, 2630 Taastrup"
"Højgårdstoften 275, 2630 Taastrup"
"Ibsensvej 49, 2630 Taastrup"
"Jernbane Alle 6, 2630 Taastrup"
"Kingosvej 30, 2. th, 2630 Taastrup"
"Kingosvej 59, st. tv, 2630 Taastrup"
"Klintehaven 27, Høje Taastrup, 2630 Taastrup"
"Kuldyssen 19, 2630 Taastrup"
"Taastrup Hovedgade 82, st. 3, 2630 Taastrup"
"Landsbygaden 62, Sengeløse, 2630 Taastrup"
"Lindebo 9, 2. 57, 2630 Taastrup"
"Lindevangshusene 20, 1. tv, 2630 Taastrup"
"Lindevangshusene 84, 1. th, 2630 Taastrup"
"Ludvig Hegners Alle 15, 2630 Taastrup"
"Løvtoften 22, 2630 Taastrup"
"Morelhaven 51, Høje Taastrup, 2630 Taastrup"
"Murskeen 18, 1. 675, Høje Taastrup, 2630 Taastrup"
"Parkvej 18C, 2630 Taastrup"
"Parkvej 63, st. th, 2630 Taastrup"
"Parkvej 125, st. tv, 2630 Taastrup"
"Piletoften 12, 2630 Taastrup"
"Præstegårdsvej 3, Høje Taastrup, 2630 Taastrup"
"Pælestykkerne 37, st. th, 2630 Taastrup"
"Rosenhegnet 12, Høje Taastrup, 2630 Taastrup"
"Røjlehaven 24, 2630 Taastrup"
"Sankt Ibs Alle 2, 2630 Taastrup"
"Sankt Olavs Alle 76, 2630 Taastrup"
"Saven C 3, 2. 4, Høje Taastrup, 2630 Taastrup"
"Skagensgade 40, Høje Taastrup, 2630 Taastrup"
"Sognevangen 20, Sengeløse, 2630 Taastrup"
"Spaden D 4, 1. 2, Høje Taastrup, 2630 Taastrup"
"Struergade 5, Høje Taastrup, 2630 Taastrup"
"Sylen 13, 1. 286, Høje Taastrup, 2630 Taastrup"
"Syrenhegnet 64, Høje Taastrup, 2630 Taastrup"
"Søndertoften 138, 2630 Taastrup"
"Tranebjerget 3, 2630 Taastrup"
"Taastrup Have 7, st. th, 2630 Taastrup"
"Taastrup Have 40, 2. tv, 2630 Taastrup"
"Taastrupgårdsvej 113, 2. th, 2630 Taastrup"
"Taastrupgårdsvej 173, 1. tv, 2630 Taastrup"
"Taastrupgårdsvej 231, 1. mf, 2630 Taastrup"
"Vesterby Alle 8, 2. tv, Høje Taastrup, 2630 Taastrup"
"Øksen 3, 3. 36, Høje Taastrup, 2630 Taastrup"
"Øksen 29, 2. 296, Høje Taastrup, 2630 Taastrup"
"Østerparken 20, 2630 Taastrup"
"Baunevej 53, 2630 Taastrup"
"Berings Gade 32, st. tv, Høje Taastrup, 2630 Taastrup"
"Bogfinkevej 39, 2630 Taastrup"
"Brunellevej 2, Kraghave, 2630 Taastrup"
"Bynkehaven 30, Høje Taastrup, 2630 Taastrup"
"Egevangshusene 381, 2630 Taastrup"
"Grøndals Vænge 35, 2630 Taastrup"
"Gærdesangervej 11, 2630 Taastrup"
"Hammeren 32, 1. 194, Høje Taastrup, 2630 Taastrup"
"Holmemarksvej 2, Sengeløse, 2630 Taastrup"
"Humlehegnet 15, 1. tv, Høje Taastrup, 2630 Taastrup"
"Højgårdstoften 18, 2630 Taastrup"
"Højgårdstoften 276, 2630 Taastrup"
"Ibsensvej 50, 2630 Taastrup"
"Jernbane Alle 7A, 2630 Taastrup"
"Kingosvej 30, 2. tv, 2630 Taastrup"
"Kingosvej 59, 1. mf, 2630 Taastrup"
"Klintehaven 29, Høje Taastrup, 2630 Taastrup"
"Kærengen 2, Sengeløse, 2630 Taastrup"
"Taastrup Hovedgade 82, st. 4, 2630 Taastrup"
"Landsbygaden 64, Sengeløse, 2630 Taastrup"
"Lindebo 9, 2. 58, 2630 Taastrup"
"Lindevangshusene 20, 2. th, 2630 Taastrup"
"Lindevangshusene 84, 1. tv, 2630 Taastrup"
"Ludvig Hegners Alle 16A, 2630 Taastrup"
"Løvtoften 23, 2630 Taastrup"
"Morelhaven 52, Høje Taastrup, 2630 Taastrup"
"Murskeen 18, 2. 676, Høje Taastrup, 2630 Taastrup"
"Niebuhr Gade 27, 1. th, Høje Taastrup, 2630 Taastrup"
"Parkvej 19A, 2630 Taastrup"
"Parkvej 63, st. tv, 2630 Taastrup"
"Parkvej 125, 1. th, 2630 Taastrup"
"Piletoften 13, 2630 Taastrup"
"Præstegårdsvej 5, Høje Taastrup, 2630 Taastrup"
"Pælestykkerne 37, st. tv, 2630 Taastrup"
"Rugvænget 4, st. 1, 2630 Taastrup"
"Røjlehaven 25, 2630 Taastrup"
"Sankt Ibs Alle 3, 2630 Taastrup"
"Sankt Olavs Alle 78, 2630 Taastrup"
"Saven C 3, 3. 1, Høje Taastrup, 2630 Taastrup"
"Skagensgade 42, Høje Taastrup, 2630 Taastrup"
"Sognevangen 22, Sengeløse, 2630 Taastrup"
"Spaden D 4, 1. 3, Høje Taastrup, 2630 Taastrup"
"Struergade 7, Høje Taastrup, 2630 Taastrup"
"Sylen 13, 2. 287, Høje Taastrup, 2630 Taastrup"
"Syrenhegnet 66, Høje Taastrup, 2630 Taastrup"
"Søndertoften 139, 2630 Taastrup"
"Tranebjerget 4, 2630 Taastrup"
"Taastrup Have 7, st. tv, 2630 Taastrup"
"Taastrup Have 41, st. th, 2630 Taastrup"
"Taastrupgårdsvej 113, 2. tv, 2630 Taastrup"
"Taastrupgårdsvej 173, 2. mf, 2630 Taastrup"
"Taastrupgårdsvej 231, 1. th, 2630 Taastrup"
"Vesterby Alle 9, st. th, Høje Taastrup, 2630 Taastrup"
"Øksen 4, st. 37, Høje Taastrup, 2630 Taastrup"
"Øksen 29, 3. 297, Høje Taastrup, 2630 Taastrup"
"Østerparken 21, 2630 Taastrup"
"Baunevej 54, 2630 Taastrup"
"Berings Gade 32, 1. th, Høje Taastrup, 2630 Taastrup"
"Bogfinkevej 41, 2630 Taastrup"
"Brunellevej 3, Kraghave, 2630 Taastrup"
"Bynkehaven 32, Høje Taastrup, 2630 Taastrup"
"Elleholmen 1, 2630 Taastrup"
"Gærdesangervej 12, 2630 Taastrup"
"Hammeren 32, 1. 195, Høje Taastrup, 2630 Taastrup"
"Holmemarksvej 3, Sengeløse, 2630 Taastrup"
"Humlehegnet 15, 2. mf, Høje Taastrup, 2630 Taastrup"
"Højgårdstoften 20, 2630 Taastrup"
"Højgårdstoften 277, 2630 Taastrup"
"Ibsensvej 51, 2630 Taastrup"
"Jernbane Alle 7B, 2630 Taastrup"
"Kingosvej 31, st. mf, 2630 Taastrup"
"Kingosvej 59, 1. th, 2630 Taastrup"
"Klintehaven 31, Høje Taastrup, 2630 Taastrup"
"Kærhavegårdsvej 1, Sengeløse, 2630 Taastrup"
"Taastrup Hovedgade 82, 1., 2630 Taastrup"
"Landsbygaden 66, Sengeløse, 2630 Taastrup"
"Lindebo 9, 2. 59, 2630 Taastrup"
"Lindevangshusene 20, 2. tv, 2630 Taastrup"
"Lindevangshusene 84, 2. th, 2630 Taastrup"
"Ludvig Hegners Alle 16B, 2630 Taastrup"
"Løvtoften 24, 2630 Taastrup"
"Morelhaven 53, Høje Taastrup, 2630 Taastrup"
"Murskeen 18, 2. 677, Høje Taastrup, 2630 Taastrup"
"Niebuhr Gade 27, 1. tv, Høje Taastrup, 2630 Taastrup"
"Parkvej 19B, 2630 Taastrup"
"Parkvej 63, 1. th, 2630 Taastrup"
"Parkvej 125, 1. tv, 2630 Taastrup"
"Piletoften 14, 2630 Taastrup"
"Præsteholmen 1, 2630 Taastrup"
"Pælestykkerne 37, 1. th, 2630 Taastrup"
"Rosenhegnet 14, Høje Taastrup, 2630 Taastrup"
"Rugvænget 4, st. 2, 2630 Taastrup"
"Røjlehaven 26, 2630 Taastrup"
"Sankt Ibs Alle 4, 2630 Taastrup"
"Sankt Olavs Alle 80, 2630 Taastrup"
"Saven C 3, 3. 2, Høje Taastrup, 2630 Taastrup"
"Skagensgade 44, st. th, Høje Taastrup, 2630 Taastrup"
"Sognevangen 24, Sengeløse, 2630 Taastrup"
"Spaden D 4, 1. 4, Høje Taastrup, 2630 Taastrup"
"Struergade 9, Høje Taastrup, 2630 Taastrup"
"Syrenhegnet 68, Høje Taastrup, 2630 Taastrup"
"Søndertoften 140, 2630 Taastrup"
"Tranebjerget 5, 2630 Taastrup"
"Taastrup Have 7, 1. mf, 2630 Taastrup"
"Taastrup Have 41, st. tv, 2630 Taastrup"
"Taastrupgårdsvej 113, 3. mf, 2630 Taastrup"
"Taastrupgårdsvej 173, 2. th, 2630 Taastrup"
"Taastrupgårdsvej 231, 1. tv, 2630 Taastrup"
"Vesterby Alle 9, st. tv, Høje Taastrup, 2630 Taastrup"
"Øksen 4, st. 38, Høje Taastrup, 2630 Taastrup"
"Øksen 29, 3. 298, Høje Taastrup, 2630 Taastrup"
"Østerparken 23, 2630 Taastrup"
"Baunevej 55, 2630 Taastrup"
"Berings Gade 32, 1. tv, Høje Taastrup, 2630 Taastrup"
"Bogfinkevej 43, 2630 Taastrup"
"Brunellevej 12, Kraghave, 2630 Taastrup"
"Bynkehaven 34, Høje Taastrup, 2630 Taastrup"
"Elleholmen 2, 2630 Taastrup"
"Grøndals Vænge 37, 2630 Taastrup"
"Gærdesangervej 13, 2630 Taastrup"
"Hammeren 32, 1. 196, Høje Taastrup, 2630 Taastrup"
"Holmemarksvej 5, Sengeløse, 2630 Taastrup"
"Humlehegnet 15, 2. th, Høje Taastrup, 2630 Taastrup"
"Højgårdstoften 22, 2630 Taastrup"
"Højgårdstoften 278, 2630 Taastrup"
"Ibsensvej 52, 2630 Taastrup"
"Jernbane Alle 7C, 2630 Taastrup"
"Kingosvej 31, st. th, 2630 Taastrup"
"Kingosvej 59, 1. tv, 2630 Taastrup"
"Klintehaven 33, Høje Taastrup, 2630 Taastrup"
"Kærhavegårdsvej 2A, Sengeløse, 2630 Taastrup"
"Taastrup Hovedgade 82, 2., 2630 Taastrup"
"Landsbygaden 70, Sengeløse, 2630 Taastrup"
"Lindebo 9, 2. 60, 2630 Taastrup"
"Lindevangshusene 22, st. th, 2630 Taastrup"
"Lindevangshusene 84, 2. tv, 2630 Taastrup"
"Ludvig Hegners Alle 17, 2630 Taastrup"
"Løvtoften 25, 2630 Taastrup"
"Morelhaven 54, Høje Taastrup, 2630 Taastrup"
"Murskeen 18, 2. 678, Høje Taastrup, 2630 Taastrup"
"Niebuhr Gade 27, 2. th, Høje Taastrup, 2630 Taastrup"
"Parkvej 19C, 2630 Taastrup"
"Parkvej 63, 1. tv, 2630 Taastrup"
"Parkvej 125, 2. th, 2630 Taastrup"
"Piletoften 15, 2630 Taastrup"
"Præsteholmen 2, 2630 Taastrup"
"Pælestykkerne 37, 1. tv, 2630 Taastrup"
"Rugvænget 4, st. 3, 2630 Taastrup"
"Røjlehaven 27, 2630 Taastrup"
"Sankt Ibs Alle 5, 2630 Taastrup"
"Sankt Olavs Alle 82, 2630 Taastrup"
"Saven C 3, 3. 3, Høje Taastrup, 2630 Taastrup"
"Skagensgade 44, st. tv, Høje Taastrup, 2630 Taastrup"
"Sognevangen 26, Sengeløse, 2630 Taastrup"
"Spaden D 4, 2. 1, Høje Taastrup, 2630 Taastrup"
"Struergade 11, Høje Taastrup, 2630 Taastrup"
"Sylen 13, 2. 289, Høje Taastrup, 2630 Taastrup"
"Syrenhegnet 70, Høje Taastrup, 2630 Taastrup"
"Søndertoften 141, 2630 Taastrup"
"Tranebjerget 6, 2630 Taastrup"
"Taastrup Have 7, 1. th, 2630 Taastrup"
"Taastrup Have 41, 1. th, 2630 Taastrup"
"Taastrupgårdsvej 113, 3. th, 2630 Taastrup"
"Taastrupgårdsvej 173, 2. tv, 2630 Taastrup"
"Taastrupgårdsvej 231, 2. mf, 2630 Taastrup"
"Valby Sidegade 1, 2630 Taastrup"
"Vesterby Alle 9, 1. th, Høje Taastrup, 2630 Taastrup"
"Øksen 4, 1. 39, Høje Taastrup, 2630 Taastrup"
"Øksen 30, st. 299, Høje Taastrup, 2630 Taastrup"
"Østerparken 24, 2630 Taastrup"
"Bogfinkevej 45, 2630 Taastrup"
"Baunevej 56, 2630 Taastrup"
"Berings Gade 32, 2. th, Høje Taastrup, 2630 Taastrup"
"Parkvej 19D, 2630 Taastrup"
"Brunellevej 14, Kraghave, 2630 Taastrup"
"Bynkehaven 36, Høje Taastrup, 2630 Taastrup"
"Elleholmen 3, 2630 Taastrup"
"Grøndals Vænge 38, 2630 Taastrup"
"Gærdesangervej 14, 2630 Taastrup"
"Hammeren 32, 1. 197, Høje Taastrup, 2630 Taastrup"
"Holmemarksvej 6, Sengeløse, 2630 Taastrup"
"Humlehegnet 15, 2. tv, Høje Taastrup, 2630 Taastrup"
"Højgårdstoften 23, 2630 Taastrup"
"Højgårdstoften 279, 2630 Taastrup"
"Ibsensvej 53, 2630 Taastrup"
"Jernbane Alle 7D, 2630 Taastrup"
"Kingosvej 31, st. tv, 2630 Taastrup"
"Kingosvej 59, 2. mf, 2630 Taastrup"
"Klintehaven 35, Høje Taastrup, 2630 Taastrup"
"Kærhavegårdsvej 2B, Sengeløse, 2630 Taastrup"
"Taastrup Hovedgade 85, st. th, 2630 Taastrup"
"Langageren 1, Sengeløse, 2630 Taastrup"
"Lindebo 11, st. 61, 2630 Taastrup"
